ID_NBH,ID_VOUCHER,NGAYDANGBANV
1719,3617,8/31/2022 15:02
1720,3249,3/19/2020 0:33
1722,3207,11/27/2020 2:21
1725,3045,10/31/2020 6:17
1726,3982,10/10/2020 7:42
1728,757,7/12/2022 16:42
1729,964,5/24/2022 8:42
1731,3954,1/12/2020 1:15
1732,3102,4/17/2020 22:48
1735,3372,7/1/2022 11:33
1736,3026,2/13/2020 20:39
1737,2036,3/25/2022 0:23
1738,994,8/17/2020 15:07
1739,2500,8/28/2022 4:22
1740,2475,7/17/2022 21:26
1743,3987,11/29/2022 2:00
1745,990,11/8/2020 8:36
1746,3696,11/28/2020 4:04
1750,1168,1/13/2021 15:12
1752,3190,6/8/2022 4:48
1753,3702,2/2/2022 12:24
1755,1475,8/9/2021 14:08
1756,3363,2/8/2022 1:06
1757,2720,3/15/2020 16:36
1758,1221,8/4/2020 16:45
1759,2729,9/10/2022 19:20
1767,1298,1/12/2022 0:25
1772,3957,6/24/2021 15:01
1773,899,11/21/2020 7:29
1774,3356,1/5/2021 7:48
1776,3671,2/20/2022 5:52
1778,1189,8/10/2020 16:06
1780,2064,7/5/2020 11:16
1781,2796,2/9/2020 7:05
1783,1868,9/18/2022 11:34
1786,1152,10/10/2021 16:58
1787,2699,11/17/2021 9:02
1788,1213,4/16/2020 9:17
1789,3331,2/22/2022 22:08
1792,2121,4/17/2020 8:38
1801,1536,2/15/2022 17:51
1802,2209,9/30/2020 18:54
1804,184,7/2/2020 6:35
1807,3514,3/16/2022 10:29
1811,657,1/22/2022 8:16
1812,2699,10/22/2020 5:02
1813,3001,9/15/2022 22:41
1817,3145,4/5/2020 18:42
1818,2901,7/1/2021 22:41
1820,3692,4/11/2022 19:49
1823,3229,12/9/2020 8:48
1824,3893,6/7/2022 14:11
1825,3493,1/26/2022 3:47
1826,2718,1/3/2022 1:24
1828,1700,7/10/2021 0:21
1829,14,6/27/2022 18:12
1831,2264,11/16/2022 0:31
1832,3940,8/17/2022 0:42
1839,1941,6/13/2021 18:06
1840,3370,8/22/2020 4:14
1841,1473,12/24/2021 10:32
1842,3373,2/14/2022 20:42
1845,3077,2/9/2022 17:54
1846,2273,10/2/2022 8:16
1849,2160,1/29/2021 20:05
1851,2442,8/21/2022 19:54
1852,2548,3/20/2022 5:04
1853,1112,9/13/2021 19:41
1855,3091,3/3/2022 18:51
1856,499,2/18/2021 16:24
1857,605,12/21/2022 21:52
1859,98,5/14/2021 3:06
1860,347,12/3/2021 17:52
1862,1601,9/22/2020 20:21
1864,2777,3/30/2022 4:18
1866,1487,2/21/2021 6:22
1867,2986,5/10/2022 4:05
1870,585,5/5/2020 12:31
1871,862,5/16/2020 18:06
1874,3703,7/17/2021 19:05
1880,1696,8/27/2021 2:33
1881,3197,7/28/2021 2:42
1882,3567,11/27/2021 15:19
1883,3669,4/10/2022 19:36
1884,2885,9/9/2021 1:17
1885,419,7/1/2022 16:35
1886,440,11/11/2020 7:07
1890,3887,5/9/2022 20:12
1891,1037,11/24/2020 23:29
1892,2665,2/13/2021 19:44
1893,1444,1/19/2021 2:11
1897,3818,4/4/2022 20:37
1898,273,3/2/2020 20:11
1899,3907,5/26/2021 1:04
1902,1674,7/4/2020 1:57
1903,1998,3/7/2021 12:17
1904,1370,7/11/2022 9:54
1905,2248,12/20/2021 0:27
1908,3426,6/28/2021 16:45
1909,1650,6/16/2022 16:12
1910,2755,10/4/2020 18:32
1911,3094,9/15/2020 21:15
1918,1565,10/1/2020 22:49
1919,3325,12/11/2020 6:31
1920,2802,2/18/2020 12:10
1921,1319,9/12/2021 1:05
1922,413,2/17/2021 9:39
1924,848,4/2/2021 16:55
1926,3982,3/10/2020 9:41
1928,611,8/21/2022 16:41
1930,3775,8/28/2022 1:03
1931,1048,9/21/2020 9:03
1932,2126,12/28/2020 8:33
1934,3793,7/31/2020 4:33
1935,3089,11/24/2022 19:54
1938,2649,4/13/2021 22:58
1939,777,7/30/2022 5:57
1943,3032,2/12/2022 15:37
1944,3691,11/24/2020 23:07
1945,2205,3/13/2021 12:35
1948,2835,4/17/2020 19:00
1950,1890,1/10/2020 12:34
1951,3768,1/30/2021 19:34
1953,2216,9/6/2020 21:14
1954,3133,8/1/2021 11:55
1955,685,2/2/2020 21:13
1956,3392,5/26/2020 7:16
1960,299,6/24/2022 8:26
1962,3917,1/28/2020 7:19
1964,3973,7/16/2020 21:28
1967,1197,3/4/2022 10:24
1969,2933,9/6/2021 21:52
1972,2603,7/16/2021 23:46
1973,1303,4/16/2022 6:23
1974,2024,4/6/2020 3:43
1975,3204,1/15/2022 13:31
1978,361,12/7/2020 13:51
1982,1192,6/28/2021 19:56
1984,3846,12/16/2021 12:02
1985,3849,1/14/2020 9:59
1991,3831,8/4/2022 18:59
1992,1834,2/17/2022 14:24
1994,3451,3/20/2021 22:24
1998,3573,6/25/2020 19:51
1999,2174,4/29/2020 0:31
2001,3924,4/14/2022 21:14
2003,3994,1/28/2021 2:04
2007,2876,11/24/2022 20:47
2011,2687,7/22/2020 7:42
2012,3592,6/28/2020 10:45
2014,3922,4/5/2022 14:30
2016,268,5/4/2022 12:31
2017,1065,7/1/2022 22:55
2018,779,7/4/2022 7:29
2019,2357,1/30/2020 23:15
2025,3037,6/5/2021 0:18
2026,2134,8/18/2021 0:28
2027,2407,4/5/2021 11:19
2029,793,1/11/2022 23:56
2031,3579,6/27/2020 5:32
2033,1337,12/27/2022 6:33
2035,1955,7/5/2020 0:32
2039,809,5/10/2020 19:43
2040,1291,10/27/2021 15:51
2041,3178,6/22/2021 2:05
2043,2516,2/5/2020 18:22
2044,1265,11/15/2020 18:39
2046,2726,2/21/2022 4:51
2052,2804,2/2/2021 15:33
2054,1217,5/3/2021 18:29
2056,3790,11/8/2022 6:13
2059,341,6/19/2022 14:34
2060,2746,11/10/2020 17:59
2061,900,6/25/2020 1:00
2063,2670,12/14/2022 0:22
2064,2770,6/16/2022 1:29
2065,1933,7/15/2021 1:51
2066,2822,12/31/2020 14:20
2068,2872,7/21/2022 20:03
2069,2418,7/23/2020 5:52
2070,959,2/6/2020 11:12
2071,724,2/17/2020 23:27
2072,539,1/21/2021 4:38
2076,3525,11/17/2022 6:16
2077,3317,4/7/2021 18:17
2078,2280,6/10/2022 6:13
2081,525,1/22/2020 6:14
2083,2097,1/14/2020 20:51
2085,721,12/29/2021 3:50
2086,2688,5/5/2020 8:52
2087,3281,6/30/2021 19:15
2088,883,5/2/2021 21:23
2089,911,8/17/2021 6:42
2093,1863,8/14/2021 2:39
2095,3893,10/16/2020 6:06
2097,3613,1/26/2020 23:37
2099,3607,2/13/2022 14:09
2100,3899,9/25/2020 21:45
2102,3758,5/25/2021 23:27
2103,826,3/19/2020 19:46
2109,2511,9/23/2020 23:22
2110,3920,2/10/2021 20:10
2111,1285,7/6/2022 16:34
2113,3312,7/15/2021 0:42
2115,2694,3/10/2021 23:32
2122,798,6/22/2021 3:03
2126,1874,9/15/2021 23:44
2128,2033,7/3/2020 15:00
2129,2083,3/3/2020 6:49
2130,3008,10/30/2021 9:05
2133,937,6/28/2022 16:16
2134,1429,3/28/2022 9:04
2135,2744,8/16/2021 14:54
2136,49,7/7/2022 7:08
2137,3313,7/30/2020 7:53
2138,262,1/19/2020 9:29
2139,2936,11/3/2022 19:51
2142,2107,3/10/2020 6:29
2147,1325,12/8/2022 0:08
2149,639,3/2/2022 11:50
2152,3308,7/20/2021 23:13
2153,3310,9/8/2020 3:55
2154,1864,1/11/2022 8:19
2155,982,7/6/2021 15:35
2156,2369,12/31/2022 4:59
2157,3042,3/14/2020 11:41
2158,3333,3/6/2020 2:03
2159,592,8/25/2020 6:28
2162,2697,5/5/2021 16:22
2163,218,11/8/2020 0:05
2166,3750,1/17/2022 1:25
2167,3690,12/17/2021 23:58
2168,1302,2/22/2022 6:11
2170,2476,5/24/2020 19:03
2172,2844,8/25/2022 1:32
2175,2961,2/5/2022 21:20
2177,3866,10/29/2022 13:57
2178,567,10/4/2020 11:59
2180,3181,5/23/2021 17:53
2181,1350,10/28/2020 13:38
2184,3090,6/2/2020 2:05
2186,2273,1/7/2020 3:13
2190,2819,9/15/2021 5:57
2191,431,5/12/2020 23:28
2192,3489,1/15/2022 15:46
2193,1407,2/16/2022 1:43
2197,3738,5/6/2021 17:01
2200,2846,7/28/2022 14:55
2201,3428,7/2/2021 7:52
2202,2345,11/27/2021 0:14
2203,1931,11/2/2022 8:58
2204,3657,5/30/2022 6:16
2205,3555,7/2/2022 15:27
2206,476,1/21/2021 15:50
2207,3216,9/6/2020 16:39
2208,891,1/2/2021 17:34
2209,797,8/20/2021 19:38
2214,1717,2/10/2022 7:42
2216,2010,4/23/2021 20:48
2217,2457,5/13/2020 10:49
2218,2991,12/7/2020 13:44
2219,468,11/10/2020 5:26
2228,2856,3/4/2020 20:25
2229,1664,4/17/2021 10:03
2230,2867,10/12/2022 12:49
2233,3589,12/9/2022 1:26
2234,3488,8/30/2021 3:48
2235,954,8/16/2022 22:54
2237,386,12/6/2021 3:00
2240,3135,10/2/2022 18:08
2241,3017,9/24/2022 6:10
2245,828,12/15/2022 5:44
2246,3912,2/15/2021 23:08
2247,1761,7/21/2022 20:06
2248,2684,9/19/2020 17:26
2250,3215,1/3/2022 16:28
2251,3845,12/4/2020 21:36
2253,3076,7/20/2021 5:16
2258,2390,4/18/2020 7:43
2260,1543,8/1/2022 1:33
2262,614,4/1/2022 6:47
2263,782,10/13/2020 17:07
2264,1867,8/5/2020 18:02
2265,3414,11/14/2021 2:40
2267,3565,5/22/2022 11:47
2268,3357,8/24/2021 15:12
2269,2803,5/11/2021 6:21
2270,2919,10/5/2020 10:31
2273,3088,9/24/2021 19:34
2275,910,6/21/2021 23:47
2279,2320,11/23/2020 13:47
2280,1439,11/16/2021 15:25
2282,3395,6/3/2020 5:39
2288,1127,2/2/2020 8:50
2289,69,8/15/2020 1:31
2290,2633,9/30/2021 8:31
2291,1358,6/16/2020 15:10
2293,154,9/13/2022 12:46
2294,1284,5/9/2022 5:48
2295,1590,1/9/2022 17:41
2296,2754,5/16/2022 19:59
2305,162,4/3/2021 11:25
2306,623,2/13/2022 17:08
2308,2602,8/8/2020 5:39
2309,1624,4/12/2022 3:01
2310,15,2/14/2020 8:33
2311,770,11/15/2022 17:31
2318,1618,10/31/2022 3:59
2322,443,3/17/2020 9:06
2329,842,3/16/2021 7:19
2330,542,12/21/2021 4:37
2332,800,6/29/2020 9:57
2333,906,10/3/2020 22:41
2336,2654,9/5/2022 16:52
2337,3227,3/8/2022 17:59
2338,140,12/14/2022 14:01
2340,3520,1/22/2021 3:59
2341,3537,3/20/2022 0:48
2342,650,12/11/2020 19:15
2343,2890,10/31/2022 11:04
2346,1685,5/28/2021 0:28
2347,3944,10/31/2022 3:07
2348,1985,2/26/2020 3:33
2350,2601,7/14/2020 6:58
2352,3110,7/29/2021 19:51
2356,3440,7/11/2020 11:28
2358,3061,4/18/2022 7:33
2364,3672,12/3/2021 19:39
2367,3852,4/13/2021 3:24
2369,635,7/14/2021 19:27
2374,167,10/14/2020 17:00
2375,3877,4/5/2020 21:02
2377,3719,11/7/2021 14:46
2378,332,8/1/2020 3:37
2379,3277,6/7/2021 10:54
2380,1241,11/9/2022 6:12
2382,879,5/18/2020 4:33
2384,1467,6/28/2022 13:27
2387,3820,8/19/2021 22:00
2389,2591,8/24/2022 5:40
2390,3913,2/9/2021 19:54
2391,1582,6/6/2021 14:56
2392,3776,1/19/2020 7:22
2394,3513,1/9/2022 1:38
2399,3361,2/2/2022 5:33
2400,1861,7/7/2021 2:07
2401,2378,4/22/2020 11:33
2409,2929,6/23/2022 21:37
2413,859,5/19/2020 21:34
2420,3619,3/29/2022 1:23
2422,1292,4/13/2022 9:00
2423,1548,5/6/2021 21:07
2424,3612,2/4/2022 12:52
2427,239,3/15/2022 11:52
2429,3745,1/9/2020 14:57
2430,3902,9/12/2020 6:54
2437,336,2/6/2022 20:41
2438,1884,12/10/2020 23:57
2439,172,1/29/2020 22:02
2443,1184,10/4/2022 6:54
2449,3854,10/16/2020 9:51
2456,1136,11/14/2020 0:27
2457,2799,1/29/2022 14:29
2458,469,9/23/2022 8:02
2462,1767,12/22/2021 11:23
2464,1426,1/23/2021 14:40
2465,3598,1/2/2022 18:21
2467,1262,2/1/2020 0:53
2468,2877,9/18/2022 8:10
2470,130,6/26/2021 7:40
2471,484,4/28/2022 19:54
2474,3469,12/3/2021 5:32
2475,2777,7/5/2021 6:39
2477,3531,12/27/2021 14:12
2479,3212,8/8/2022 3:21
2481,3256,10/21/2020 2:56
2482,926,10/4/2022 14:27
2483,714,11/22/2020 8:15
2484,2731,10/30/2022 4:13
2485,566,3/21/2021 22:11
2488,2856,4/9/2020 17:06
2489,1585,7/23/2022 20:54
2490,1515,11/8/2020 14:12
2492,3432,1/4/2020 1:50
2495,3956,3/6/2022 18:40
2500,1228,8/4/2022 23:26
2503,3298,9/21/2020 3:08
2506,3031,5/25/2020 12:18
2509,1131,5/23/2020 7:04
2510,881,12/5/2020 8:52
2511,3484,8/29/2020 0:35
2513,1470,5/16/2021 8:12
2516,2735,2/10/2022 5:09
2519,1476,12/22/2022 3:20
2521,1736,6/20/2021 10:08
2525,2855,5/17/2021 12:20
2527,3434,12/30/2020 23:29
2528,3676,11/5/2021 19:29
2529,401,12/19/2021 14:45
2530,1403,12/10/2022 19:59
2531,1578,6/18/2020 23:42
2533,3129,2/3/2021 15:26
2534,834,8/27/2021 2:12
2536,577,3/12/2020 21:51
2537,781,6/13/2022 4:16
2538,754,11/25/2022 17:32
2539,295,9/12/2020 15:24
2540,3904,5/29/2022 18:08
2542,2398,8/31/2021 15:12
2544,304,7/3/2022 7:38
2545,3746,11/20/2021 3:51
2547,2617,11/20/2021 22:00
2548,392,9/1/2021 12:18
2557,3422,2/15/2022 0:33
2558,2888,3/22/2022 4:26
2559,1422,2/24/2021 15:20
2560,1469,1/16/2022 0:07
2565,745,2/15/2022 19:32
2572,1013,8/4/2022 3:51
2573,1055,2/17/2022 3:41
2575,2361,12/15/2022 18:49
2576,470,8/25/2020 19:59
2577,2318,8/18/2022 16:51
2581,3859,2/23/2020 12:17
2583,2791,7/18/2021 18:01
2587,978,12/18/2021 7:41
2588,339,2/25/2020 21:36
2591,1820,10/15/2020 20:26
2593,2537,5/24/2020 22:23
2595,2899,9/4/2021 22:10
2597,3211,9/3/2020 18:06
2598,815,2/25/2021 11:26
2600,186,10/13/2022 6:18
2601,481,10/17/2020 22:10
2602,3827,8/4/2020 10:53
2603,50,5/4/2020 7:00
2604,2969,1/8/2020 4:19
2607,3515,3/10/2021 20:39
2608,3350,3/3/2022 14:03
2610,2176,1/15/2021 13:39
2611,2466,2/11/2020 7:43
2613,1380,12/23/2020 9:30
2615,2664,1/2/2020 8:24
2616,3621,6/17/2021 23:25
2617,995,6/13/2021 3:36
2618,1274,10/22/2021 8:32
2619,1947,11/16/2022 19:43
2620,3141,1/4/2021 5:42
2625,2753,1/21/2020 7:41
2627,3363,1/25/2021 23:42
2629,2022,10/15/2021 18:22
2630,2096,6/8/2022 6:38
2639,1847,1/30/2022 0:51
2644,3074,1/10/2020 4:44
2646,3190,3/10/2020 4:09
2649,2800,10/11/2021 1:26
2652,3929,8/12/2022 17:59
2653,3936,10/15/2021 9:45
2654,1522,11/28/2022 20:43
2655,2403,12/26/2020 2:31
2656,3854,5/30/2021 18:54
2657,1547,7/31/2022 0:57
2658,684,5/5/2020 11:57
2661,847,1/2/2021 22:35
2662,2898,11/27/2022 3:11
2663,3717,4/3/2022 14:40
2664,3887,9/20/2020 19:09
2666,3677,5/28/2020 10:22
2667,2837,11/8/2022 9:45
2668,1708,7/4/2022 5:53
2670,3993,9/7/2021 22:42
2672,1225,1/21/2022 14:50
2674,1609,5/20/2022 3:25
2676,321,7/11/2021 7:55
2679,3949,2/2/2020 2:48
2680,25,12/19/2020 18:49
2681,34,5/13/2021 5:00
2684,2816,6/20/2022 16:49
2686,3276,12/9/2021 17:51
2687,278,5/22/2021 14:34
2689,2302,3/1/2022 13:00
2691,2983,1/8/2022 4:31
2692,2515,4/16/2021 23:16
2696,1252,4/30/2022 4:15
2698,171,12/6/2020 9:22
2701,3171,3/18/2021 1:29
2703,3894,4/5/2022 18:01
2704,3680,2/12/2020 23:32
2705,564,2/26/2021 18:06
2708,3138,3/20/2020 13:33
2709,2529,5/10/2022 16:54
2710,1695,10/18/2021 12:29
2711,2907,7/13/2022 13:24
2712,3844,10/12/2021 7:05
2715,3770,11/27/2021 7:03
2718,79,2/24/2021 11:15
2721,3939,9/13/2020 16:09
2722,72,4/3/2020 10:39
2723,2156,12/22/2020 5:54
2724,1505,4/10/2022 10:05
2725,1502,11/2/2022 6:44
2726,3578,3/12/2020 6:17
2727,3029,12/20/2022 20:14
2729,2724,3/10/2022 6:38
2732,2580,3/10/2021 16:59
2735,173,7/11/2022 9:13
2736,2380,3/15/2021 6:20
2738,161,2/15/2022 15:07
2744,1850,9/30/2022 10:08
2745,3506,9/27/2020 2:55
2746,1855,5/2/2022 6:57
2747,96,9/4/2022 15:06
2749,1004,12/28/2021 3:24
2750,2081,6/24/2020 14:49
2753,3431,4/27/2021 14:31
2754,950,7/8/2022 6:50
2756,1119,9/26/2020 16:43
2757,2050,9/22/2022 3:17
2759,3670,4/14/2021 16:08
2760,3794,8/27/2020 13:26
2763,1113,2/2/2021 13:49
2767,2286,11/30/2022 12:05
2768,175,5/15/2021 5:20
2769,3548,2/6/2020 5:19
2773,1771,3/5/2020 17:57
2776,1059,10/12/2022 10:09
2777,3108,2/28/2022 23:49
2781,3779,1/14/2020 14:19
2782,3300,7/13/2022 11:06
2783,921,2/17/2020 6:39
2784,3856,9/28/2021 19:41
2790,1976,8/3/2020 0:03
2791,270,8/10/2021 13:24
2792,1801,9/27/2021 2:58
2793,1297,2/24/2021 0:04
2795,1389,3/20/2021 11:02
2796,3378,4/17/2022 3:15
2799,2470,11/29/2020 10:17
2801,3064,4/6/2021 23:17
2803,2486,2/22/2021 1:45
2805,3633,2/4/2020 16:29
2807,1275,5/28/2020 22:30
2809,1677,3/23/2020 16:30
2811,2815,6/12/2020 6:14
2814,3102,4/18/2020 10:37
2815,1481,5/20/2021 8:54
2818,1615,10/8/2022 23:10
2819,322,11/13/2021 7:40
2820,2018,11/8/2020 10:26
2827,1056,9/25/2020 0:25
2832,3790,8/1/2021 9:50
2833,3043,2/16/2020 15:37
2834,2155,4/26/2022 0:39
2836,2769,8/3/2022 11:05
2838,435,5/4/2020 12:54
2839,3279,8/12/2020 9:01
2840,1329,5/3/2022 8:43
2841,2733,4/28/2020 6:56
2842,3664,2/28/2021 11:14
2845,3173,8/19/2021 21:33
2847,461,10/1/2022 1:24
2848,3097,3/22/2022 9:45
2849,1787,11/6/2022 15:40
2851,3346,12/26/2021 22:21
2853,951,6/8/2022 23:55
2854,3877,3/27/2022 1:05
2856,1569,3/22/2020 18:00
2857,1255,7/31/2022 8:13
2860,2487,4/11/2021 0:41
2862,421,4/23/2021 9:22
2867,3975,5/5/2021 10:07
2869,364,6/27/2021 11:32
2873,2870,10/13/2021 17:19
2874,3950,12/11/2020 1:04
2875,3018,10/7/2021 11:04
2876,2325,12/1/2022 7:15
2877,29,3/30/2020 15:11
2878,3265,7/11/2022 20:02
2881,3856,9/26/2022 0:44
2882,2006,5/31/2022 14:12
2885,3801,9/10/2022 11:58
2887,1697,1/15/2020 12:14
2888,3606,10/26/2021 12:01
2889,1437,8/6/2020 20:44
2890,1588,7/12/2021 7:57
2891,3411,11/20/2022 17:33
2892,3245,2/25/2020 10:35
2894,2938,2/26/2020 2:24
2895,2669,11/26/2022 17:18
2896,1791,9/16/2020 10:03
2901,2479,11/10/2020 7:45
2902,489,2/16/2020 5:01
2904,3299,9/21/2021 14:54
2906,123,11/11/2020 0:51
2907,3745,1/31/2021 12:47
2908,716,3/10/2022 17:13
2910,1191,1/30/2020 3:34
2917,64,9/1/2021 2:31
2919,2074,8/22/2022 7:07
2920,946,1/3/2022 12:38
2921,1900,5/13/2020 13:03
2925,1211,5/8/2020 18:25
2926,846,1/12/2022 0:04
2927,3649,3/4/2021 19:52
2928,2308,12/23/2020 6:42
2929,3767,10/17/2020 16:57
2930,713,1/14/2021 14:01
2932,643,5/28/2020 15:01
2933,3600,5/12/2022 6:04
2940,3951,2/15/2021 7:31
2942,2495,6/5/2021 20:23
2944,1677,8/29/2022 21:13
2947,922,7/20/2020 4:16
2948,1784,5/7/2021 18:59
2950,107,1/3/2021 1:20
2952,2713,5/14/2022 6:15
2958,2771,8/5/2021 15:40
2960,965,9/10/2021 16:47
2961,1679,2/6/2022 8:51
2962,1576,5/25/2020 0:13
2963,1153,6/10/2020 7:55
2966,3753,8/9/2021 16:45
2968,1732,8/16/2022 12:01
2971,2862,1/22/2021 23:48
2972,2808,7/1/2022 6:19
2975,3166,11/16/2021 14:19
2979,3631,8/27/2021 8:38
2980,312,10/26/2020 11:11
2983,3990,1/5/2020 17:14
2984,3079,7/30/2021 3:59
2985,2300,4/24/2020 14:00
2986,2875,5/6/2021 19:40
2987,1177,9/11/2020 8:09
2992,2166,5/22/2020 5:34
2998,3643,5/15/2022 15:14
3002,105,9/29/2022 19:25
3003,148,4/9/2021 13:51
3007,2180,3/23/2020 7:28
3011,668,9/5/2022 4:20
3014,806,6/11/2020 4:14
3015,3566,11/1/2020 6:55
3016,3797,12/13/2022 5:28
3018,750,12/11/2021 23:38
3020,993,4/27/2022 18:13
3021,3246,9/4/2021 9:55
3022,3492,3/4/2021 6:28
3027,512,7/13/2022 8:00
3030,1853,8/10/2020 16:23
3034,1170,1/9/2020 18:39
3035,3858,1/13/2022 5:20
3036,1626,10/22/2021 15:25
3038,356,5/24/2021 5:54
3039,2908,1/10/2022 6:53
3041,654,6/30/2021 1:48
3042,923,9/4/2020 19:00
3043,102,12/10/2022 2:30
3045,1374,8/15/2022 6:27
3047,1638,2/20/2020 22:39
3048,3684,9/11/2020 22:06
3049,1609,5/18/2021 18:01
3051,325,8/25/2020 7:03
3054,238,10/6/2020 15:48
3056,3976,1/28/2021 4:21
3057,1734,9/26/2020 9:36
3058,3763,8/4/2022 21:42
3059,3388,7/10/2021 9:20
3060,3758,2/7/2022 3:20
3062,2584,11/8/2022 3:13
3063,3978,6/6/2021 20:38
3064,3713,10/4/2020 15:18
3068,250,9/12/2022 18:19
3069,2472,3/7/2021 11:17
3070,2607,6/19/2021 2:48
3071,1466,6/1/2021 10:07
3073,3454,9/28/2022 22:16
3075,2947,12/30/2022 2:40
3079,3147,4/25/2022 18:23
3080,2230,4/5/2021 17:03
3084,2468,5/10/2021 15:32
3087,3063,6/10/2021 22:13
3089,3953,6/14/2021 17:07
3090,2503,10/5/2020 10:11
3092,2328,11/4/2021 13:50
3094,2224,5/24/2020 4:30
3096,3749,2/8/2020 19:37
3099,789,7/30/2022 9:16
3100,2760,5/19/2021 20:38
3101,3336,4/2/2022 11:22
3102,3754,9/10/2022 7:26
3106,467,7/31/2021 17:22
3107,3004,5/12/2021 9:42
3110,3665,3/21/2020 4:18
3111,719,8/14/2020 6:32
3113,599,10/15/2020 3:34
3116,1876,1/24/2021 1:25
3117,1482,5/26/2022 10:07
3119,1681,8/30/2022 16:52
3120,1223,1/4/2021 12:24
3124,604,1/5/2021 15:17
3126,224,5/10/2022 7:05
3130,1982,8/8/2020 3:27
3132,1121,12/29/2021 4:13
3133,1210,1/2/2020 20:48
3134,1908,2/3/2022 15:37
3135,3381,12/20/2021 23:55
3137,491,7/17/2022 20:39
3142,1195,7/1/2022 10:17
3143,1946,5/24/2021 15:57
3145,2993,4/27/2020 15:51
3147,277,1/14/2021 16:53
3149,3843,12/15/2022 11:51
3151,646,8/14/2020 16:49
3153,980,5/14/2021 18:39
3155,448,9/24/2022 17:41
3157,2935,2/15/2022 1:02
3158,3174,7/23/2021 21:07
3159,3776,1/10/2021 11:31
3160,2451,3/18/2020 1:27
3167,833,9/6/2021 3:46
3171,315,9/25/2021 11:42
3172,2788,3/18/2021 3:02
3173,2084,12/17/2020 22:52
3174,3584,3/25/2022 12:48
3176,2120,1/4/2020 10:35
3178,2655,9/16/2020 11:14
3179,2843,6/21/2021 18:24
3181,2733,11/7/2022 10:34
3182,3721,7/10/2021 23:57
3183,2405,12/12/2020 18:07
3185,1560,3/22/2020 23:35
3190,790,9/21/2021 9:38
3193,1637,4/1/2020 8:50
3196,2574,11/29/2022 9:17
3197,3553,5/29/2021 8:48
3198,3829,2/4/2021 19:10
3199,3382,10/29/2020 14:39
3203,3115,2/25/2020 12:57
3205,2477,4/23/2022 15:21
3206,3990,1/3/2022 5:58
3207,2970,10/19/2021 21:19
3212,2293,5/20/2020 10:21
3213,2917,6/25/2020 15:42
3214,1268,5/22/2020 3:13
3217,2041,5/13/2022 19:43
3218,3337,2/11/2021 1:16
3222,2930,8/20/2021 7:24
3223,3969,5/29/2021 4:21
3224,2708,1/4/2021 15:32
3225,1260,12/5/2020 22:50
3226,1796,6/21/2020 5:36
3230,3239,11/21/2021 8:28
3231,2096,11/6/2021 18:15
3232,2714,10/19/2021 19:34
3233,160,9/30/2020 21:02
3234,3824,6/29/2021 23:28
3236,2225,10/27/2022 18:59
3237,1309,9/22/2022 16:25
3238,749,1/13/2022 23:35
3240,3502,9/18/2022 18:49
3241,1321,8/23/2022 20:41
3246,2839,5/12/2021 1:40
3247,1899,11/7/2021 14:27
3252,1399,8/22/2020 1:37
3253,591,5/2/2020 6:40
3260,2099,12/18/2020 11:42
3261,3698,6/7/2021 20:28
3265,2776,12/13/2020 3:30
3266,289,6/6/2020 22:16
3268,1019,3/29/2022 23:50
3270,2499,8/22/2021 5:00
3271,51,12/11/2021 1:02
3272,3058,11/27/2021 0:34
3273,298,12/5/2022 20:05
3276,1563,12/7/2022 3:25
3277,3486,10/14/2022 14:22
3278,3385,3/29/2020 10:04
3279,1018,10/8/2022 19:41
3280,3030,5/7/2022 6:11
3281,796,11/1/2021 23:30
3284,3260,3/19/2022 10:19
3286,1440,8/5/2022 12:44
3287,3447,5/16/2020 4:57
3290,1387,11/5/2020 9:34
3292,2137,1/13/2021 8:54
3293,2628,4/28/2022 4:22
3297,3585,11/22/2021 11:36
3298,3552,5/2/2021 4:54
3299,3771,2/2/2020 2:50
3301,1423,10/21/2020 7:14
3304,2672,4/21/2020 2:14
3305,3574,5/27/2021 4:54
3307,3358,10/21/2021 0:32
3308,2738,4/24/2020 7:51
3309,3093,8/19/2020 14:56
3312,590,6/29/2020 18:32
3314,1058,10/1/2021 0:13
3315,2770,12/15/2022 5:59
3317,152,8/10/2022 15:02
3318,1468,6/27/2021 1:30
3321,2462,5/16/2021 11:52
3324,2519,1/18/2020 0:30
3325,447,2/20/2021 15:56
3326,3353,5/21/2020 14:08
3331,1012,10/24/2021 7:51
3333,296,12/25/2022 11:33
3335,593,7/30/2022 11:23
3339,2805,7/23/2021 0:19
3340,2344,5/9/2020 5:43
3341,1064,12/30/2022 14:49
3342,1375,12/30/2022 17:39
3343,3662,11/1/2020 11:27
3344,1144,6/14/2021 21:21
3347,2282,12/19/2021 18:45
3348,710,7/7/2021 13:23
3350,705,4/10/2022 8:07
3353,2710,4/17/2020 12:47
3354,3811,1/24/2021 16:50
3356,3183,8/13/2022 8:33
3357,3274,5/7/2022 8:28
3359,3226,3/30/2022 12:17
3361,3266,11/21/2020 20:37
3362,371,3/26/2022 19:42
3363,3723,4/9/2020 6:45
3367,1683,7/18/2022 1:42
3368,3825,6/19/2021 4:06
3369,3193,6/7/2020 0:45
3370,1435,6/10/2022 15:30
3371,2810,3/2/2022 3:28
3372,2414,3/16/2022 12:56
3373,3478,3/30/2021 9:12
3374,1944,7/25/2022 21:40
3375,795,4/19/2021 0:59
