ID_DH,ID_SP,SL_SPMUA,GIA_SP
1298,1292,3,1296000
1299,1814,3,1818000
1300,2397,5,2401000
1301,652,7,656000
1302,1285,1,1289000
1303,573,1,577000
1304,8167,8,2177000
1305,5506,1,2513000
1306,6632,5,642000
1307,5015,7,2022000
1308,2088,6,2092000
1309,2235,5,2239000
1310,5121,4,2128000
1311,5441,10,2448000
1312,9596,9,609000
1313,7452,6,1462000
1314,8954,10,2964000
1315,1492,3,1496000
1316,501,1,505000
1317,1987,3,1991000
1318,5430,8,2437000
1319,191,10,195000
1320,2997,5,3001000
1321,790,2,794000
1322,8578,9,2588000
1323,9454,7,467000
1324,6703,1,713000
1325,3803,1,810000
1326,8523,9,2533000
1327,9801,10,814000
1328,1456,6,1460000
1329,3385,3,392000
1330,969,1,973000
1331,6194,7,204000
1332,7927,5,1937000
1333,3611,1,618000
1334,2957,5,2961000
1335,8451,8,2461000
1336,4565,10,1572000
1337,6280,6,290000
1338,342,3,346000
1339,4176,9,1183000
1340,8758,5,2768000
1341,2703,2,2707000
1342,7923,2,1933000
1343,1126,2,1130000
1344,7751,5,1761000
1345,5756,1,2763000
1346,807,3,811000
1347,1622,10,1626000
1348,6554,8,564000
1349,1826,6,1830000
1350,5090,10,2097000
1351,6156,7,166000
1352,5724,9,2731000
1353,7377,1,1387000
1354,6438,4,448000
1355,477,5,481000
1356,5352,10,2359000
1357,4786,9,1793000
1358,6039,2,49000
1359,619,9,623000
1360,7658,9,1668000
1361,1355,3,1359000
1362,61,3,65000
1363,950,9,954000
1364,8651,9,2661000
1365,2132,6,2136000
1366,2654,4,2658000
1367,6126,7,136000
1368,7258,7,1268000
1369,3625,5,632000
1370,9595,6,608000
1371,3359,5,366000
1372,791,9,795000
1373,9170,6,183000
1374,3733,1,740000
1375,7580,4,1590000
1376,6798,4,808000
1377,7144,7,1154000
1378,3698,10,705000
1379,5,4,9000
1380,9531,3,544000
1381,2689,5,2693000
1382,2889,3,2893000
1383,3568,2,575000
1384,1906,9,1910000
1385,685,7,689000
1386,2682,3,2686000
1387,2833,8,2837000
1388,6003,10,13000
1389,3311,9,318000
1390,4891,9,1898000
1391,9438,6,451000
1392,3400,2,407000
1393,270,7,274000
1394,8049,3,2059000
1395,1723,9,1727000
1396,5528,4,2535000
1397,8338,2,2348000
1398,4393,4,1400000
1399,6679,9,689000
1400,5417,10,2424000
1401,1314,1,1318000
1402,6640,10,650000
1403,1677,6,1681000
1404,5650,2,2657000
1405,9349,2,362000
1406,4601,2,1608000
1407,6139,5,149000
1408,3151,3,158000
1409,6675,10,685000
1410,8362,4,2372000
1411,8776,7,2786000
1412,5684,3,2691000
1413,4505,5,1512000
1414,1100,4,1104000
1415,1619,3,1623000
1416,5611,9,2618000
1417,4867,2,1874000
1418,4975,5,1982000
1419,2985,10,2989000
1420,2037,7,2041000
1421,5715,8,2722000
1422,1462,2,1466000
1423,717,1,721000
1424,5102,6,2109000
1425,6635,8,645000
1426,2904,9,2908000
1427,6015,7,25000
1428,8720,5,2730000
1429,2361,5,2365000
1430,3694,9,701000
1431,8263,6,2273000
1432,1596,5,1600000
1433,9756,10,769000
1434,7689,6,1699000
1435,7827,7,1837000
1436,1112,9,1116000
1437,5487,6,2494000
1438,2664,4,2668000
1439,2942,2,2946000
1440,8924,5,2934000
1441,7493,7,1503000
1442,4215,2,1222000
1443,708,9,712000
1444,474,4,478000
1445,3972,4,979000
1446,9504,10,517000
1447,7212,2,1222000
1448,9342,7,355000
1449,1459,7,1463000
1450,5524,10,2531000
1451,3538,5,545000
1452,3981,4,988000
1453,9614,4,627000
1454,4122,9,1129000
1455,4758,6,1765000
1456,5814,5,2821000
1457,9547,7,560000
1458,7338,8,1348000
1459,9721,4,734000
1460,2867,9,2871000
1461,9651,9,664000
1462,3944,2,951000
1463,6842,8,852000
1464,4461,9,1468000
1465,9612,6,625000
1466,7135,4,1145000
1467,7557,5,1567000
1468,1861,3,1865000
1469,7048,7,1058000
1470,8962,10,2972000
1471,4085,6,1092000
1472,8316,4,2326000
1473,6239,9,249000
1474,3281,5,288000
1475,4068,2,1075000
1476,1072,4,1076000
1477,9469,10,482000
1478,1920,10,1924000
1479,1866,1,1870000
1480,8241,10,2251000
1481,7599,6,1609000
1482,9418,3,431000
1483,9260,3,273000
1484,113,3,117000
1485,4897,10,1904000
1486,9806,10,819000
1487,4157,1,1164000
1488,390,9,394000
1489,2091,2,2095000
1490,6829,3,839000
1491,4716,1,1723000
1492,5813,5,2820000
1493,1632,8,1636000
1494,108,9,112000
1495,1032,5,1036000
1496,8824,6,2834000
1497,7847,10,1857000
1498,8013,5,2023000
1499,3330,1,337000
1500,4968,6,1975000
1501,9150,4,163000
1502,1536,5,1540000
1503,493,9,497000
1504,2780,4,2784000
1505,2458,2,2462000
1506,1489,6,1493000
1507,7451,1,1461000
1508,1998,8,2002000
1509,3947,4,954000
1510,3128,2,135000
1511,9071,9,84000
1512,8434,10,2444000
1513,7959,9,1969000
1514,8603,4,2613000
1515,9990,7,1003000
1516,5460,2,2467000
1517,7602,6,1612000
1518,2645,4,2649000
1519,9828,1,841000
1520,2303,2,2307000
1521,2567,9,2571000
1522,1794,2,1798000
1523,1139,3,1143000
1524,5349,4,2356000
1525,8275,8,2285000
1526,3383,9,390000
1527,2632,8,2636000
1528,847,9,851000
1529,3902,6,909000
1530,354,4,358000
1531,6544,1,554000
1532,5077,8,2084000
1533,869,8,873000
1534,8751,3,2761000
1535,559,9,563000
1536,1749,2,1753000
1537,6497,4,507000
1538,6208,4,218000
1539,1654,5,1658000
1540,396,4,400000
1541,8867,3,2877000
1542,1700,9,1704000
1543,3013,3,20000
1544,2333,10,2337000
1545,5624,1,2631000
1546,8073,4,2083000
1547,612,4,616000
1548,2376,4,2380000
1549,2959,9,2963000
1550,4073,10,1080000
1551,7704,3,1714000
1552,7950,1,1960000
1553,7638,8,1648000
1554,9295,10,308000
1555,7283,2,1293000
1556,9318,2,331000
1557,9222,10,235000
1558,3295,5,302000
1559,7859,6,1869000
1560,148,4,152000
1561,2965,9,2969000
1562,7403,7,1413000
1563,4773,5,1780000
1564,7486,7,1496000
1565,8716,3,2726000
1566,3581,2,588000
1567,3865,3,872000
1568,9249,3,262000
1569,8269,7,2279000
1570,5538,7,2545000
1571,7816,9,1826000
1572,8076,6,2086000
1573,2915,9,2919000
1574,6212,10,222000
1575,8512,2,2522000
1576,3078,9,85000
1577,1023,9,1027000
1578,8576,3,2586000
1579,2886,2,2890000
1580,6534,9,544000
1581,7677,1,1687000
1582,3629,7,636000
1583,7012,4,1022000
1584,141,4,145000
1585,6614,7,624000
1586,647,7,651000
1587,2373,1,2377000
1588,9320,8,333000
1589,8790,3,2800000
1590,5318,3,2325000
1591,9861,2,874000
1592,4555,9,1562000
1593,2191,7,2195000
1594,9781,8,794000
1595,6350,8,360000
1596,8295,5,2305000
1597,4204,9,1211000
1598,7060,5,1070000
1599,3312,5,319000
1600,5513,2,2520000
1601,9397,10,410000
1602,8457,3,2467000
1603,6185,9,195000
1604,7323,1,1333000
1605,2907,3,2911000
1606,5938,6,2945000
1607,9764,10,777000
1608,3165,6,172000
1609,2160,4,2164000
1610,7732,8,1742000
1611,5691,4,2698000
1612,7812,4,1822000
1613,4753,5,1760000
1614,8668,2,2678000
1615,4200,1,1207000
1616,4109,10,1116000
1617,5972,4,2979000
1618,9151,10,164000
1619,5598,2,2605000
1620,1255,2,1259000
1621,7538,10,1548000
1622,5393,1,2400000
1623,8672,9,2682000
1624,8009,3,2019000
1625,6681,8,691000
1626,7838,5,1848000
1627,4441,4,1448000
1628,6611,4,621000
1629,3536,1,543000
1630,2069,9,2073000
1631,6113,1,123000
1632,7832,8,1842000
1633,90,4,94000
1634,4547,6,1554000
1635,22,8,26000
1636,6224,8,234000
1637,4700,10,1707000
1638,4285,4,1292000
1639,6250,8,260000
1640,9356,9,369000
1641,3287,2,294000
1642,5544,1,2551000
1643,6311,9,321000
1644,4391,2,1398000
1645,705,7,709000
1646,8738,8,2748000
1647,9162,4,175000
1648,4736,7,1743000
1649,1927,8,1931000
1650,4330,8,1337000
1651,3392,2,399000
1652,4480,2,1487000
1653,7276,7,1286000
1654,2860,6,2864000
1655,3891,3,898000
1656,7851,5,1861000
1657,2147,2,2151000
1658,8157,6,2167000
1659,8937,9,2947000
1660,9115,10,128000
1661,2756,4,2760000
1662,2888,5,2892000
1663,1680,2,1684000
1664,4780,10,1787000
1665,2846,4,2850000
1666,186,4,190000
1667,4823,1,1830000
1668,2459,10,2463000
1669,1877,3,1881000
1670,4036,9,1043000
1671,587,10,591000
1672,6872,9,882000
1673,6325,5,335000
1674,2222,10,2226000
1675,4990,6,1997000
1676,2563,4,2567000
1677,2740,1,2744000
1678,3335,4,342000
1679,1952,10,1956000
1680,9200,5,213000
1681,4520,5,1527000
1682,7302,9,1312000
1683,6882,4,892000
1684,839,6,843000
1685,4582,9,1589000
1686,4754,10,1761000
1687,4788,5,1795000
1688,3092,8,99000
1689,6645,8,655000
1690,2662,6,2666000
1691,8061,9,2071000
1692,1848,10,1852000
1693,1736,6,1740000
1694,744,2,748000
1695,703,2,707000
1696,5636,1,2643000
1697,7189,2,1199000
1698,7344,8,1354000
1699,6670,5,680000
1700,6391,1,401000
1701,1236,4,1240000
1702,2038,6,2042000
1703,8859,7,2869000
1704,7510,1,1520000
1705,8992,10,5000
1706,9146,10,159000
1707,5607,6,2614000
1708,3139,7,146000
1709,4340,9,1347000
1710,4603,5,1610000
1711,6691,3,701000
1712,1336,7,1340000
1713,785,4,789000
1714,8453,10,2463000
1715,8996,3,9000
1716,1346,4,1350000
1717,7038,2,1048000
1718,577,3,581000
1719,4490,5,1497000
1720,2549,2,2553000
1721,5614,3,2621000
1722,6668,9,678000
1723,6910,3,920000
1724,4637,7,1644000
1725,8774,6,2784000
1726,206,5,210000
1727,6269,6,279000
1728,8541,4,2551000
1729,6794,3,804000
1730,8516,7,2526000
1731,9442,1,455000
1732,5256,4,2263000
1733,3088,1,95000
1734,8265,2,2275000
1735,7147,5,1157000
1736,4158,2,1165000
1737,8035,4,2045000
1738,3205,9,212000
1739,6994,6,1004000
1740,7865,2,1875000
1741,4352,4,1359000
1742,2831,6,2835000
1743,605,1,609000
1744,513,10,517000
1745,4473,10,1480000
1746,9223,9,236000
1747,8608,1,2618000
1748,6767,2,777000
1749,6648,4,658000
1750,9943,7,956000
1751,9687,6,700000
1752,1471,1,1475000
1753,6140,3,150000
1754,6386,1,396000
1755,300,7,304000
1756,8221,7,2231000
1757,6525,4,535000
1758,5890,6,2897000
1759,7823,8,1833000
1760,3299,2,306000
1761,1272,2,1276000
1762,5020,5,2027000
1763,1965,5,1969000
1764,9307,1,320000
1765,7928,1,1938000
1766,2852,10,2856000
1767,432,4,436000
1768,1714,5,1718000
1769,6846,9,856000
1770,3399,9,406000
1771,3112,7,119000
1772,3861,7,868000
1773,5602,1,2609000
1774,7948,8,1958000
1775,5677,9,2684000
1776,6431,7,441000
1777,8050,1,2060000
1778,8095,10,2105000
1779,9429,4,442000
1780,1375,7,1379000
1781,4470,4,1477000
1782,944,10,948000
1783,1033,3,1037000
1784,5639,6,2646000
1785,7466,1,1476000
1786,5276,3,2283000
1787,4972,10,1979000
1788,5343,4,2350000
1789,3657,1,664000
1790,6112,10,122000
1791,1353,8,1357000
1792,9960,10,973000
1793,759,9,763000
1794,9276,8,289000
1795,214,5,218000
1796,3955,9,962000
1797,5303,10,2310000
1798,8161,3,2171000
1799,4471,10,1478000
1800,7222,2,1232000
1801,948,3,952000
1802,6787,5,797000
1803,8846,7,2856000
1804,3641,5,648000
1805,7799,8,1809000
1806,350,8,354000
1807,6553,3,563000
1808,8112,1,2122000
1809,742,6,746000
1810,6581,8,591000
1811,30,3,34000
1812,1350,9,1354000
1813,5178,1,2185000
1814,2066,4,2070000
1815,3840,9,847000
1816,4591,6,1598000
1817,5206,6,2213000
1818,9394,9,407000
1819,3216,10,223000
1820,6647,10,657000
1821,3357,9,364000
1822,6913,7,923000
1823,4205,9,1212000
1824,4499,3,1506000
1825,698,10,702000
1826,3912,1,919000
1827,9573,2,586000
1828,755,9,759000
1829,5060,1,2067000
1830,9181,2,194000
1831,6918,4,928000
1832,7973,8,1983000
1833,780,2,784000
1834,5210,3,2217000
1835,8950,10,2960000
1836,7306,3,1316000
1837,7152,3,1162000
1838,6826,4,836000
1839,8695,7,2705000
1840,1937,7,1941000
1841,3091,6,98000
1842,7175,8,1185000
1843,6394,1,404000
1844,3843,3,850000
1845,5150,5,2157000
1846,2479,1,2483000
1847,3448,1,455000
1848,3023,8,30000
1849,5051,1,2058000
1850,7237,1,1247000
1851,7192,9,1202000
1852,8768,1,2778000
1853,303,7,307000
1854,4398,2,1405000
1855,5718,7,2725000
1856,1813,9,1817000
1857,8411,6,2421000
1858,9661,1,674000
1859,7640,1,1650000
1860,8400,8,2410000
1861,6799,3,809000
1862,2073,3,2077000
1863,5858,9,2865000
1864,4361,6,1368000
1865,5058,6,2065000
1866,3146,4,153000
1867,3039,7,46000
1868,8894,10,2904000
1869,1439,1,1443000
1870,926,4,930000
1871,9077,10,90000
1872,5556,8,2563000
1873,4643,1,1650000
1874,601,7,605000
1875,3907,4,914000
1876,4223,6,1230000
1877,9936,8,949000
1878,7484,8,1494000
1879,6326,2,336000
1880,9690,7,703000
1881,8761,10,2771000
1882,6809,6,819000
1883,7422,4,1432000
1884,7255,4,1265000
1885,867,7,871000
1886,9863,3,876000
1887,1405,9,1409000
1888,5415,4,2422000
1889,169,8,173000
1890,9019,5,32000
1891,1792,2,1796000
1892,1034,9,1038000
1893,7224,1,1234000
1894,7340,9,1350000
1895,131,7,135000
1896,6010,1,20000
1897,2576,10,2580000
1898,1846,4,1850000
1899,6124,5,134000
1900,118,5,122000
1901,4020,10,1027000
1902,7648,1,1658000
1903,2935,6,2939000
1904,3937,4,944000
1905,299,9,303000
1906,6572,2,582000
1907,420,3,424000
1908,9536,5,549000
1909,9599,4,612000
1910,947,8,951000
1911,4439,1,1446000
1912,2746,3,2750000
1913,42,7,46000
1914,8368,5,2378000
1915,2226,8,2230000
1916,4579,5,1586000
1917,2246,5,2250000
1918,9537,5,550000
1919,2946,5,2950000
1920,3588,4,595000
1921,4297,3,1304000
1922,3484,9,491000
1923,6950,6,960000
1924,5498,5,2505000
1925,6242,3,252000
1926,8455,6,2465000
1927,6807,6,817000
1928,66,3,70000
1929,5166,7,2173000
1930,8752,2,2762000
1931,580,4,584000
1932,2035,3,2039000
1933,3025,3,32000
1934,8237,8,2247000
1935,8908,8,2918000
1936,4458,1,1465000
1937,1044,3,1048000
1938,7806,5,1816000
1939,2159,4,2163000
1940,2350,7,2354000
1941,382,5,386000
1942,3045,5,52000
1943,4101,8,1108000
1944,8501,9,2511000
1945,5940,3,2947000
1946,1531,9,1535000
1947,8129,6,2139000
1948,8496,4,2506000
1949,5160,6,2167000
1950,1474,10,1478000
1951,4347,2,1354000
1952,7780,8,1790000
1953,8207,2,2217000
1954,6653,1,663000
1955,6183,9,193000
1956,5274,4,2281000
1957,6055,6,65000
1958,5897,8,2904000
1959,7774,5,1784000
1960,4183,9,1190000
1961,5559,1,2566000
1962,4493,10,1500000
1963,6494,4,504000
1964,2107,9,2111000
1965,1330,9,1334000
1966,397,3,401000
1967,7755,7,1765000
1968,1115,7,1119000
1969,3844,10,851000
1970,2341,4,2345000
1971,8081,1,2091000
1972,2544,5,2548000
1973,1727,4,1731000
1974,9058,8,71000
1975,8680,6,2690000
1976,8262,3,2272000
1977,7040,10,1050000
1978,9979,5,992000
1979,2564,3,2568000
1980,4765,9,1772000
1981,1644,10,1648000
1982,6916,4,926000
1983,7031,2,1041000
1984,4541,2,1548000
1985,9241,2,254000
1986,4574,7,1581000
1987,8707,8,2717000
1988,2537,10,2541000
1989,3798,10,805000
1990,7862,8,1872000
1991,3338,8,345000
1992,7379,4,1389000
1993,1169,4,1173000
1994,1153,6,1157000
1995,8065,5,2075000
1996,8194,7,2204000
1997,7318,1,1328000
1998,5646,5,2653000
1999,9148,7,161000
2000,2892,5,2896000
2001,5071,7,2078000
2002,8508,6,2518000
2003,7482,4,1492000
2004,2642,4,2646000
2005,9564,9,577000
2006,4852,7,1859000
2007,6067,2,77000
2008,3646,3,653000
2009,462,6,466000
2010,9040,7,53000
2011,8170,1,2180000
2012,5286,5,2293000
2013,1088,5,1092000
2014,172,10,176000
2015,7091,9,1101000
2016,3637,5,644000
2017,8491,8,2501000
2018,2018,3,2022000
2019,9408,1,421000
2020,5147,9,2154000
2021,3349,2,356000
2022,9208,5,221000
2023,4983,6,1990000
2024,2715,9,2719000
2025,8650,5,2660000
2026,5226,1,2233000
2027,3214,7,221000
2028,1805,6,1809000
2029,6975,2,985000
2030,1248,8,1252000
2031,5228,8,2235000
2032,4767,3,1774000
2033,696,4,700000
2034,905,8,909000
2035,7587,4,1597000
2036,9911,7,924000
2037,858,1,862000
2038,4088,7,1095000
2039,2064,6,2068000
2040,2678,3,2682000
2041,5788,9,2795000
2042,4026,4,1033000
2043,9357,3,370000
2044,4365,7,1372000
2045,2466,1,2470000
2046,1870,5,1874000
2047,1209,2,1213000
2048,8615,9,2625000
2049,7473,4,1483000
2050,4257,7,1264000
2051,6258,9,268000
2052,1312,4,1316000
2053,9239,9,252000
2054,6792,5,802000
2055,4329,7,1336000
2056,5371,2,2378000
2057,3614,2,621000
2058,1899,3,1903000
2059,4199,7,1206000
2060,2851,2,2855000
2061,2611,10,2615000
2062,2633,4,2637000
2063,7490,8,1500000
2064,5503,5,2510000
2065,2005,4,2009000
2066,7413,7,1423000
2067,4114,8,1121000
2068,8470,3,2480000
2069,8007,1,2017000
2070,3915,3,922000
2071,5120,3,2127000
2072,1280,5,1284000
2073,2484,9,2488000
2074,9262,9,275000
2075,2439,7,2443000
2076,9864,2,877000
2077,6582,8,592000
2078,5252,7,2259000
2079,1692,9,1696000
2080,125,10,129000
2081,4253,10,1260000
2082,6832,4,842000
2083,1715,1,1719000
2084,4609,5,1616000
2085,2996,10,3000000
2086,606,8,610000
2087,4472,1,1479000
2088,2990,5,2994000
2089,5296,7,2303000
2090,9244,5,257000
2091,1541,1,1545000
2092,4325,9,1332000
2093,3445,8,452000
2094,1718,4,1722000
2095,8214,6,2224000
2096,4979,3,1986000
2097,8176,5,2186000
2098,150,5,154000
2099,261,2,265000
2100,8449,1,2459000
2101,3522,4,529000
2102,9786,4,799000
2103,9031,1,44000
2104,6427,4,437000
2105,555,2,559000
2106,5236,1,2243000
2107,2272,1,2276000
2108,4269,6,1276000
2109,7114,3,1124000
2110,5281,9,2288000
2111,199,3,203000
2112,5941,3,2948000
2113,7194,2,1204000
2114,4219,8,1226000
2115,2583,3,2587000
2116,228,9,232000
2117,8851,4,2861000
2118,6783,1,793000
2119,9154,8,167000
2120,9149,4,162000
2121,1962,4,1966000
2122,4531,9,1538000
2123,9592,1,605000
2124,4266,2,1273000
2125,6227,5,237000
2126,7398,8,1408000
2127,20,2,24000
2128,6177,7,187000
2129,3116,7,123000
2130,7034,8,1044000
2131,1707,2,1711000
2132,7350,4,1360000
2133,2176,5,2180000
2134,2515,9,2519000
2135,2324,6,2328000
2136,2056,1,2060000
2137,2749,1,2753000
2138,3267,6,274000
2139,6029,2,39000
2140,1751,5,1755000
2141,9312,3,325000
2142,5545,3,2552000
2143,1833,6,1837000
2144,9411,7,424000
2145,5006,7,2013000
2146,2297,8,2301000
2147,2522,6,2526000
2148,3007,8,14000
2149,8200,6,2210000
2150,640,9,644000
2151,2409,7,2413000
2152,5029,3,2036000
2153,6245,7,255000
2154,677,10,681000
2155,2637,2,2641000
2156,7742,7,1752000
2157,8452,8,2462000
2158,5655,2,2662000
2159,3745,6,752000
2160,6968,8,978000
2161,7124,1,1134000
2162,3233,4,240000
2163,4792,5,1799000
2164,6002,4,12000
2165,13,8,17000
2166,9580,6,593000
2167,9909,4,922000
2168,7423,3,1433000
2169,5398,6,2405000
2170,654,9,658000
2171,7446,6,1456000
2172,4887,4,1894000
2173,8537,3,2547000
2174,8873,9,2883000
2175,6758,7,768000
2176,8983,5,2993000
2177,7134,6,1144000
2178,77,8,81000
2179,9199,8,212000
2180,9981,1,994000
2181,4244,7,1251000
2182,3729,5,736000
2183,786,3,790000
2184,7380,3,1390000
2185,4622,2,1629000
2186,9175,7,188000
2187,4720,2,1727000
2188,2104,9,2108000
2189,5164,1,2171000
2190,265,10,269000
2191,9302,5,315000
2192,9287,10,300000
2193,6704,10,714000
2194,197,1,201000
2195,3715,3,722000
2196,5302,7,2309000
2197,105,3,109000
2198,5783,6,2790000
2199,8746,8,2756000
2200,2914,9,2918000
2201,1240,1,1244000
2202,1871,4,1875000
2203,4796,8,1803000
2204,93,2,97000
2205,8247,3,2257000
2206,3398,6,405000
2207,2782,7,2786000
2208,3525,3,532000
2209,3626,2,633000
2210,2665,3,2669000
2211,1699,8,1703000
2212,9715,7,728000
2213,6437,5,447000
2214,334,1,338000
2215,960,2,964000
2216,4507,3,1514000
2217,5810,7,2817000
2218,813,10,817000
2219,5473,8,2480000
2220,8402,9,2412000
2221,6928,10,938000
2222,8920,5,2930000
2223,8243,2,2253000
2224,7758,1,1768000
2225,3753,4,760000
2226,7589,6,1599000
2227,7243,6,1253000
2228,9607,5,620000
2229,1409,10,1413000
2230,1909,3,1913000
2231,2607,6,2611000
2232,5049,2,2056000
2233,5522,6,2529000
2234,8916,7,2926000
2235,7712,8,1722000
2236,9836,9,849000
2237,1766,6,1770000
2238,9006,7,19000
2239,9702,8,715000
2240,9250,9,263000
2241,9135,8,148000
2242,5404,4,2411000
2243,6868,5,878000
2244,8510,6,2520000
2245,1391,2,1395000
2246,6341,8,351000
2247,4338,2,1345000
2248,7966,8,1976000
2249,250,6,254000
2250,9269,1,282000
2251,5553,5,2560000
2252,2388,6,2392000
2253,1298,6,1302000
2254,3201,5,208000
2255,5792,1,2799000
2256,3528,9,535000
2257,1941,3,1945000
2258,9957,4,970000
2259,2601,4,2605000
2260,666,7,670000
2261,3684,3,691000
2262,6137,3,147000
2263,6049,10,59000
2264,6151,5,161000
2265,8403,2,2413000
2266,9877,5,890000
2267,9107,8,120000
2268,7095,8,1105000
2269,5734,1,2741000
2270,327,6,331000
2271,1553,4,1557000
2272,7727,10,1737000
2273,4620,4,1627000
2274,4535,10,1542000
2275,7069,4,1079000
2276,4654,5,1661000
2277,820,1,824000
2278,3137,7,144000
2279,1897,9,1901000
2280,545,6,549000
2281,9101,2,114000
2282,2205,6,2209000
2283,1040,5,1044000
2284,8447,1,2457000
2285,1058,5,1062000
2286,2671,2,2675000
2287,2228,9,2232000
2288,1793,4,1797000
2289,5500,10,2507000
2290,8433,5,2443000
2291,2309,2,2313000
2292,8283,9,2293000
2293,5000,1,2007000
2294,7021,8,1031000
2295,9416,7,429000
2296,2696,3,2700000
2297,3051,6,58000
2298,4662,4,1669000
2299,2265,2,2269000
2300,2992,6,2996000
2301,2941,1,2945000
2302,114,6,118000
2303,1132,4,1136000
2304,1957,9,1961000
2305,6399,1,409000
2306,753,2,757000
2307,7976,3,1986000
2308,1382,4,1386000
2309,8811,7,2821000
2310,9548,2,561000
2311,6487,7,497000
2312,2316,1,2320000
2313,4076,1,1083000
2314,9246,7,259000
2315,4229,5,1236000
2316,6343,8,353000
2317,9972,6,985000
2318,7606,3,1616000
2319,2823,5,2827000
2320,9505,10,518000
2321,9201,2,214000
2322,2422,5,2426000
2323,1043,1,1047000
2324,3132,1,139000
2325,2919,1,2923000
2326,8857,6,2867000
2327,2988,3,2992000
2328,6493,7,503000
2329,4851,8,1858000
2330,4293,2,1300000
2331,538,2,542000
2332,6604,9,614000
2333,8315,8,2325000
2334,2017,4,2021000
2335,6685,10,695000
2336,5656,1,2663000
2337,5319,1,2326000
2338,5133,5,2140000
2339,5097,9,2104000
2340,6925,4,935000
2341,344,8,348000
2342,9638,1,651000
2343,5481,4,2488000
2344,2477,8,2481000
2345,4144,1,1151000
2346,4424,6,1431000
2347,3737,10,744000
2348,8388,6,2398000
2349,8941,1,2951000
2350,5920,1,2927000
2351,5328,8,2335000
2352,1117,7,1121000
2353,1472,4,1476000
2354,2741,1,2745000
2355,2413,1,2417000
2356,6223,5,233000
2357,2424,7,2428000
2358,6516,8,526000
2359,4103,1,1110000
2360,5229,3,2236000
2361,2239,6,2243000
2362,5649,1,2656000
2363,3395,7,402000
2364,2890,3,2894000
2365,1467,9,1471000
2366,1103,7,1107000
2367,2710,8,2714000
2368,2432,4,2436000
2369,7837,2,1847000
2370,7161,2,1171000
2371,2024,1,2028000
2372,1162,10,1166000
2373,7388,5,1398000
2374,648,8,652000
2375,363,7,367000
2376,4530,1,1537000
2377,3198,8,205000
2378,5008,2,2015000
2379,7347,2,1357000
2380,4105,4,1112000
2381,763,4,767000
2382,1982,2,1986000
2383,9699,3,712000
2384,5632,8,2639000
2385,5019,3,2026000
2386,4482,1,1489000
2387,320,8,324000
2388,2717,10,2721000
2389,2530,2,2534000
2390,9184,5,197000
2391,4043,8,1050000
2392,6766,2,776000
2393,2079,4,2083000
2394,230,10,234000
2395,9190,2,203000
2396,7744,7,1754000
2397,7772,4,1782000
2398,6683,7,693000
2399,7830,8,1840000
2400,5005,2,2012000
2401,7402,4,1412000
2402,8800,8,2810000
2403,2464,5,2468000
2404,2331,4,2335000
2405,7671,1,1681000
2406,3970,8,977000
2407,3248,1,255000
2408,7249,6,1259000
2409,6682,7,692000
2410,8005,3,2015000
2411,456,6,460000
2412,405,8,409000
2413,8473,8,2483000
2414,1912,4,1916000
2415,1442,8,1446000
2416,9139,5,152000
2417,2674,7,2678000
2418,1369,5,1373000
2419,4427,6,1434000
2420,4383,1,1390000
2421,7907,2,1917000
2422,6484,1,494000
2423,2869,9,2873000
2424,3564,6,571000
2425,5186,1,2193000
2426,4264,4,1271000
2427,6684,4,694000
2428,6721,5,731000
2429,1872,8,1876000
2430,4212,1,1219000
2431,4670,7,1677000
2432,9831,5,844000
2433,627,10,631000
2434,8345,3,2355000
2435,6066,3,76000
2436,4451,5,1458000
2437,8717,10,2727000
2438,5122,9,2129000
2439,7912,9,1922000
2440,9252,1,265000
2441,5370,3,2377000
2442,9568,2,581000
2443,5992,7,2999000
2444,5123,7,2130000
2445,6192,7,202000
2446,4316,9,1323000
2447,6828,2,838000
2448,9419,3,432000
2449,2737,3,2741000
2450,6455,4,465000
2451,9602,3,615000
2452,2578,10,2582000
2453,9916,10,929000
2454,5365,4,2372000
2455,9524,6,537000
2456,473,3,477000
2457,7535,5,1545000
2458,8256,9,2266000
2459,774,1,778000
2460,4727,3,1734000
2461,235,2,239000
2462,1063,2,1067000
2463,3954,5,961000
2464,2180,2,2184000
2465,5032,1,2039000
2466,1840,4,1844000
2467,9780,1,793000
2468,4770,6,1777000
2469,6395,3,405000
2470,1958,9,1962000
2471,7810,2,1820000
2472,4301,1,1308000
2473,7182,4,1192000
2474,6562,4,572000
2475,8359,2,2369000
2476,6303,10,313000
2477,3621,6,628000
2478,7330,9,1340000
2479,2947,7,2951000
2480,4749,8,1756000
2481,5093,9,2100000
2482,7426,4,1436000
2483,6715,2,725000
2484,2813,7,2817000
2485,3984,1,991000
2486,454,5,458000
2487,4492,7,1499000
2488,9713,2,726000
2489,1227,9,1231000
2490,3010,4,17000
2491,4907,6,1914000
2492,6694,7,704000
2493,3550,3,557000
2494,7840,5,1850000
2495,8681,7,2691000
2496,8745,1,2755000
2497,8307,4,2317000
2498,7126,4,1136000
2499,6033,7,43000
2500,8814,3,2824000
2501,7858,8,1868000
2502,8652,2,2662000
2503,2210,9,2214000
2504,4850,2,1857000
2505,8561,9,2571000
2506,7286,1,1296000
2507,1287,9,1291000
2508,6514,2,524000
2509,7997,3,2007000
