ID_NBH,ID_SP,NGAYDANGBANSP
1830,7236,2/18/2020 3:02
1831,5417,6/11/2020 1:06
1832,4933,7/29/2020 0:43
1833,1268,6/1/2021 3:08
1834,8111,1/28/2021 21:18
1835,4118,7/18/2021 19:49
1836,8506,5/12/2021 13:05
1837,3319,9/23/2020 9:44
1838,4572,11/21/2021 1:14
1839,7725,5/29/2020 22:38
1840,8452,8/20/2021 7:29
1841,6857,10/28/2021 12:38
1842,8148,6/1/2020 22:50
1843,3493,11/23/2020 10:22
1844,6128,6/9/2021 5:59
1845,3051,7/23/2021 4:14
1846,7943,6/18/2021 10:10
1847,1990,7/18/2020 22:45
1848,1811,1/3/2020 7:00
1849,2856,7/3/2020 18:00
1850,7049,8/4/2021 14:22
1851,3312,10/12/2020 4:28
1852,1346,1/19/2021 22:30
1853,8389,2/2/2021 10:47
1854,3971,9/21/2020 14:19
1855,982,3/26/2021 7:18
1856,9402,7/29/2021 5:28
1857,5840,12/2/2021 2:10
1858,1028,1/4/2021 7:58
1859,6547,6/30/2020 11:16
1860,1615,2/25/2021 17:07
1861,2585,7/31/2021 2:45
1862,1181,8/10/2021 13:18
1863,7653,4/4/2020 18:34
1864,538,11/16/2021 4:29
1865,1605,11/2/2021 15:12
1866,6289,5/26/2021 2:08
1867,105,5/31/2020 8:42
1868,3960,12/3/2020 22:44
1869,2520,10/21/2021 6:04
1870,9158,5/19/2021 15:46
1871,3114,6/24/2020 4:20
1872,285,6/29/2020 5:32
1873,8047,8/22/2021 5:08
1874,892,11/10/2021 7:00
1875,6752,6/13/2020 10:35
1876,5177,9/30/2021 5:59
1877,6412,6/9/2021 16:33
1878,2370,1/2/2020 22:44
1879,5348,1/1/2021 8:35
1880,6063,4/28/2021 10:15
1881,1872,12/4/2020 1:21
1882,9810,9/14/2020 16:17
1883,6602,1/16/2021 0:35
1884,6172,10/15/2020 12:09
1885,5863,4/14/2021 7:06
1886,8724,1/28/2020 19:14
1887,3278,10/28/2021 16:23
1888,1930,6/29/2021 16:19
1889,4449,11/14/2021 3:06
1890,837,11/23/2020 3:04
1891,1843,1/18/2021 3:31
1892,5150,9/1/2021 12:55
1893,2281,12/14/2021 17:55
1894,1934,9/29/2020 0:26
1895,8418,9/24/2020 3:04
1896,1966,1/24/2021 11:17
1897,9991,10/22/2021 3:41
1898,1455,11/21/2021 17:58
1899,4499,4/25/2020 14:50
1900,5437,9/3/2020 12:51
1901,3942,3/6/2020 1:46
1902,4450,7/19/2020 10:12
1903,6252,12/6/2020 12:40
1904,7110,3/10/2021 5:09
1905,1906,12/26/2020 5:35
1906,7544,1/14/2020 7:25
1907,6763,1/16/2020 2:59
1908,1509,6/26/2020 12:52
1909,9337,5/4/2021 2:52
1910,5940,4/20/2020 22:51
1911,7322,8/23/2020 16:58
1912,8387,1/20/2020 10:40
1913,5475,8/21/2020 10:02
1914,6111,10/15/2020 5:48
1915,7938,1/9/2020 5:46
1916,5818,11/18/2020 2:13
1917,4433,3/4/2021 11:40
1918,1989,8/9/2020 20:55
1919,752,4/20/2020 2:49
1920,5646,3/18/2021 16:17
1921,6982,12/8/2020 15:08
1922,7329,12/12/2021 11:27
1923,2126,3/29/2020 11:29
1924,7157,3/2/2020 0:40
1925,9098,10/11/2020 7:08
1926,913,2/28/2020 1:53
1927,1886,6/27/2020 9:35
1928,9707,1/22/2020 22:55
1929,3405,6/25/2021 17:13
1930,8064,6/28/2021 9:30
1931,7801,2/25/2020 5:41
1932,8003,1/16/2021 20:12
1933,4324,5/24/2020 9:24
1934,5972,8/2/2020 19:51
1935,8206,10/16/2021 16:34
1936,5385,7/10/2021 21:18
1937,2910,3/12/2021 11:17
1938,8330,7/12/2020 14:54
1939,4052,1/21/2020 8:56
1940,2698,1/14/2021 9:05
1941,7749,8/5/2020 4:39
1942,6027,2/12/2020 16:31
1943,8526,3/22/2020 11:43
1944,5553,1/16/2020 11:24
1945,4176,3/9/2020 21:44
1946,3269,8/11/2021 3:31
1947,1535,3/17/2021 5:02
1948,8799,6/4/2020 3:11
1949,7205,9/9/2020 15:58
1950,1731,9/16/2021 20:40
1951,6889,8/31/2021 5:35
1952,8785,5/18/2020 23:19
1953,6156,9/22/2021 11:55
1954,5532,8/24/2020 14:54
1955,4504,11/19/2021 15:14
1956,2467,12/30/2020 20:45
1957,255,1/12/2021 8:36
1958,8153,12/18/2020 12:49
1959,7899,12/28/2020 16:16
1960,1467,11/8/2021 21:41
1961,54,3/30/2020 2:08
1962,2331,5/1/2021 14:11
1963,7937,5/13/2020 1:09
1964,4139,8/16/2021 5:23
1965,5241,8/23/2021 19:14
1966,5956,3/6/2020 6:42
1967,8441,2/2/2021 3:36
1968,4211,7/18/2020 7:18
1969,7141,6/10/2020 3:37
1970,8687,5/27/2020 17:25
1971,6943,9/23/2020 13:39
1972,8050,12/2/2020 0:19
1973,2417,5/16/2021 12:35
1974,2529,4/14/2021 8:02
1975,8717,4/30/2020 9:14
1976,5247,2/23/2021 13:12
1977,1611,8/8/2021 13:52
1978,7605,12/30/2020 23:00
1979,2496,5/24/2021 5:27
1980,7080,5/24/2021 11:53
1981,622,3/19/2021 22:37
1982,7233,9/14/2021 8:55
1983,4354,7/16/2021 10:18
1984,9117,4/10/2021 3:26
1985,5696,5/16/2021 1:28
1986,9328,8/22/2021 2:35
1987,7945,8/4/2021 19:33
1988,4769,4/15/2020 19:10
1989,7131,10/9/2020 3:19
1990,4923,1/20/2021 6:21
1991,3926,7/26/2020 13:44
1992,1010,11/23/2021 10:57
1993,4179,8/17/2021 20:41
1994,8553,1/30/2021 14:33
1995,7103,3/17/2021 10:39
1996,3423,12/29/2021 0:01
1997,8010,3/26/2021 22:09
1998,2061,1/26/2020 4:38
1999,1285,7/24/2021 1:52
2000,8037,1/14/2021 6:20
2001,9187,9/23/2021 8:32
2002,442,10/3/2021 2:53
2003,649,7/23/2021 2:36
2004,1075,3/30/2021 6:33
2005,3697,10/23/2020 23:52
2006,2918,3/7/2021 0:35
2007,1692,7/23/2020 23:17
2008,398,1/13/2021 10:24
2009,3650,11/13/2021 16:47
2010,1390,12/9/2021 2:04
2011,8894,1/9/2021 7:35
2012,6830,9/18/2021 8:01
2013,5540,10/16/2020 16:49
2014,7283,3/13/2020 3:48
2015,7844,12/7/2020 4:46
2016,5559,7/15/2020 10:37
2017,1262,5/26/2020 4:36
2018,1182,2/27/2021 22:36
2019,493,7/16/2021 4:43
2020,7610,5/27/2020 3:09
2021,8323,10/13/2021 20:05
2022,1817,12/11/2020 13:08
2023,7154,4/5/2021 10:01
2024,7549,10/23/2021 14:07
2025,9363,11/23/2021 18:22
2026,5313,11/22/2020 11:26
2027,3295,3/11/2020 10:57
2028,9457,5/16/2021 17:50
2029,5472,7/8/2020 13:46
2030,7115,2/19/2021 12:59
2031,7024,4/22/2020 3:33
2032,7169,3/29/2020 16:43
2033,1816,8/18/2020 6:18
2034,1690,1/17/2020 2:01
2035,6949,7/2/2020 19:10
2036,1089,12/5/2020 16:58
2037,8189,10/26/2020 2:19
2038,9997,4/13/2020 14:23
2039,4037,11/14/2021 13:57
2040,253,11/2/2020 5:59
2041,7249,9/30/2020 21:34
2042,7598,4/3/2021 17:31
2043,9200,4/7/2020 0:37
2044,3686,3/20/2020 12:52
2045,6595,2/23/2020 5:20
2046,8368,6/17/2021 17:36
2047,8865,2/28/2021 21:01
2048,317,8/30/2021 7:46
2049,758,9/20/2020 0:04
2050,2427,12/29/2021 12:37
2051,8509,4/11/2021 9:06
2052,5706,7/25/2020 10:33
2053,8412,11/19/2021 10:45
2054,6411,3/14/2020 1:41
2055,9099,4/2/2021 11:14
2056,3860,2/20/2021 22:20
2057,7952,10/15/2021 12:07
2058,8308,10/25/2021 4:05
2059,8172,12/15/2020 17:04
2060,4458,11/13/2021 21:28
2061,8971,12/2/2020 4:02
2062,393,2/12/2020 17:21
2063,1800,1/28/2020 6:12
2064,6363,6/8/2020 17:47
2065,3744,11/19/2021 19:15
2066,5147,12/10/2021 14:34
2067,1048,12/2/2021 19:46
2068,2439,6/23/2021 18:57
2069,3389,5/16/2020 4:24
2070,2139,12/28/2020 16:14
2071,5555,4/3/2021 2:06
2072,198,7/18/2020 4:14
2073,2291,6/4/2020 15:29
2074,8575,8/4/2021 14:18
2075,4820,3/28/2020 8:39
2076,2669,6/5/2021 3:55
2077,6808,7/10/2020 14:38
2078,1893,4/17/2020 17:12
2079,1900,3/8/2021 1:48
2080,741,6/10/2021 22:06
2081,5745,6/5/2020 16:04
2082,2874,5/10/2020 6:29
2083,1529,3/28/2020 21:05
2084,8000,11/28/2021 0:25
2085,7579,5/14/2021 17:58
2086,1439,1/22/2021 9:57
2087,139,9/18/2021 11:36
2088,5982,6/30/2021 6:59
2089,824,12/23/2020 17:37
2090,2339,9/5/2020 11:39
2091,1138,10/28/2021 2:50
2092,1672,6/23/2020 19:47
2093,2356,4/13/2020 21:12
2094,9606,1/21/2020 21:39
2095,4873,4/1/2020 6:58
2096,5269,7/27/2021 18:43
2097,5968,1/6/2020 19:27
2098,5902,8/9/2020 19:28
2099,7461,4/4/2021 21:08
2100,8121,3/5/2020 16:35
2101,2470,8/12/2021 11:27
2102,9004,3/30/2020 4:17
2103,1157,10/19/2020 20:52
2104,3716,5/14/2021 21:05
2105,9823,9/20/2020 11:09
2106,257,10/22/2021 7:26
2107,8890,10/23/2021 2:42
2108,4460,3/7/2020 8:13
2109,2222,6/19/2021 20:20
2110,9533,9/27/2021 18:05
2111,2847,3/26/2021 11:57
2112,3732,2/12/2020 3:26
2113,326,10/12/2021 9:51
2114,502,12/20/2021 7:59
2115,5748,1/13/2021 11:42
2116,3446,4/8/2021 1:05
2117,1092,7/24/2021 11:33
2118,404,11/5/2021 23:39
2119,4777,5/19/2020 17:21
2120,9890,8/26/2021 9:48
2121,151,1/24/2021 18:29
2122,9743,8/23/2021 12:35
2123,3573,5/23/2020 12:32
2124,4650,2/28/2021 1:23
2125,264,12/29/2020 19:16
2126,9795,5/9/2020 21:07
2127,2013,7/8/2020 20:32
2128,3280,7/11/2020 22:29
2129,4940,1/26/2021 13:21
2130,9675,12/31/2020 19:48
2131,2916,1/19/2021 19:56
2132,4914,2/11/2021 3:55
2133,2403,6/15/2021 4:12
2134,1581,1/13/2021 17:15
2135,8237,7/17/2020 17:37
2136,2347,8/2/2020 9:12
2137,1099,10/24/2021 0:26
2138,9690,12/11/2020 11:08
2139,5545,8/1/2020 21:32
2140,9769,10/8/2020 10:32
2141,852,12/26/2020 21:55
2142,890,6/23/2021 23:02
2143,2705,8/11/2021 21:33
2144,7582,2/20/2021 16:47
2145,6874,1/23/2021 4:14
2146,4023,4/19/2020 20:29
2147,9022,12/12/2020 17:38
2148,9495,1/7/2020 20:57
2149,5028,4/25/2020 23:01
2150,3435,5/18/2020 1:58
2151,2478,10/4/2020 3:51
2152,5675,3/16/2020 15:40
2153,3970,1/24/2020 10:29
2154,6477,4/17/2020 13:35
2155,283,4/26/2020 8:30
2156,9990,9/17/2020 15:01
2157,1941,5/5/2020 4:02
2158,9245,5/30/2020 8:31
2159,3161,5/14/2021 0:30
2160,433,7/21/2020 9:36
2161,2801,6/13/2021 23:27
2162,8761,10/24/2020 8:39
2163,1767,8/16/2021 7:12
2164,3609,6/15/2020 5:52
2165,4886,12/3/2020 20:03
2166,8085,4/11/2020 12:10
2167,6960,9/15/2020 16:34
2168,1914,4/23/2020 11:47
2169,2389,12/30/2021 9:06
2170,7764,11/14/2020 5:29
2171,2532,7/4/2020 2:32
2172,2466,3/25/2020 14:45
2173,5168,1/17/2020 17:25
2174,2559,5/10/2020 5:53
2175,5398,10/5/2021 1:56
2176,9792,3/4/2020 0:14
2177,7266,9/7/2021 10:56
2178,1065,6/10/2020 8:05
2179,2440,6/2/2021 3:19
2180,9308,8/7/2020 22:54
2181,7558,1/2/2021 3:45
2182,6680,10/18/2021 3:03
2183,1400,7/31/2021 22:30
2184,2398,8/15/2020 8:40
2185,3683,9/22/2020 7:14
2186,4338,12/23/2020 22:12
2187,3084,2/2/2020 15:57
2188,9336,9/20/2021 16:54
2189,9332,12/31/2021 8:43
2190,3637,9/9/2021 11:47
2191,4110,10/30/2021 18:00
2192,8149,8/7/2020 11:47
2193,4851,3/25/2021 16:10
2194,3377,7/30/2020 17:16
2195,7836,8/26/2020 15:19
2196,5973,1/8/2021 2:16
2197,7702,8/15/2020 3:13
2198,5952,9/8/2021 8:20
2199,6458,6/14/2020 14:30
2200,1209,7/21/2020 12:13
2201,377,12/28/2021 8:16
2202,4162,7/2/2021 14:34
2203,484,6/21/2020 14:09
2204,6453,10/7/2021 2:41
2205,8147,9/12/2021 4:54
2206,6322,7/6/2020 2:26
2207,2578,10/18/2021 1:56
2208,3572,5/4/2021 8:58
2209,2288,8/22/2021 6:16
2210,4192,10/22/2020 16:35
2211,7779,2/19/2020 8:56
2212,7824,11/16/2021 20:23
2213,3491,1/8/2021 6:29
2214,6256,7/10/2020 11:32
2215,9851,11/30/2020 13:32
2216,2388,11/30/2020 7:36
2217,9151,4/17/2020 21:12
2218,8468,4/15/2021 2:59
2219,1511,11/17/2020 16:26
2220,8986,10/5/2020 7:07
2221,3587,3/4/2021 8:49
2222,2367,12/19/2021 12:12
2223,2667,8/3/2020 14:00
2224,5280,8/30/2020 11:54
2225,3916,3/3/2020 5:40
2226,4884,4/30/2020 14:10
2227,279,9/14/2020 18:22
2228,7016,2/14/2021 16:43
2229,4563,12/9/2021 17:46
2230,7116,1/11/2021 12:53
2231,827,1/8/2020 15:34
2232,6966,5/4/2020 8:28
2233,3453,2/2/2021 12:55
2234,8321,2/6/2021 21:48
2235,3442,4/5/2021 21:59
2236,823,12/24/2021 21:11
2237,8017,2/23/2020 14:23
2238,5282,3/30/2020 5:44
2239,9409,2/6/2021 2:47
2240,2239,7/29/2020 16:07
2241,6601,11/2/2020 8:11
2242,2153,10/30/2021 15:21
2243,4586,7/21/2021 10:40
2244,8739,2/8/2020 0:49
2245,6457,7/9/2020 0:04
2246,825,5/19/2021 3:20
2247,4805,1/19/2020 12:26
2248,9018,12/23/2020 1:20
2249,6543,6/3/2021 14:27
2250,4654,1/14/2020 6:00
2251,7830,11/12/2021 9:01
2252,2357,10/13/2021 6:16
2253,2696,9/24/2020 19:22
2254,6254,10/28/2021 12:49
2255,9946,1/5/2020 9:32
2256,6281,3/11/2021 12:58
2257,653,3/3/2020 1:02
2258,3528,4/17/2021 14:07
2259,9926,3/26/2021 8:55
2260,233,7/11/2020 18:44
2261,4469,12/3/2021 0:36
2262,8022,9/5/2021 22:42
2263,3223,5/29/2020 11:19
2264,6955,2/10/2020 22:54
2265,8495,12/5/2020 3:39
2266,3571,5/21/2021 6:21
2267,7878,7/11/2021 15:27
2268,7094,11/8/2021 11:03
2269,9148,3/29/2021 10:32
2270,9592,2/13/2020 13:00
2271,4874,11/8/2021 9:17
2272,5722,6/6/2020 9:22
2273,9548,8/28/2021 18:19
2274,2230,1/22/2020 11:27
2275,3817,1/27/2021 7:48
2276,2972,5/9/2021 19:06
2277,6660,2/7/2021 4:22
2278,4066,8/3/2021 14:48
2279,4461,9/9/2020 16:32
2280,298,10/21/2021 3:51
2281,2880,3/27/2021 14:51
2282,2680,2/22/2021 13:43
2283,2362,8/12/2021 3:01
2284,7449,10/3/2020 3:02
2285,4086,5/27/2021 14:06
2286,6043,4/13/2020 8:42
2287,187,4/29/2020 12:38
2288,4153,11/17/2020 2:15
2289,5016,9/18/2021 11:12
2290,1883,2/2/2020 12:45
2291,4948,12/25/2020 14:56
2292,3478,7/28/2021 2:31
2293,1807,6/25/2020 3:15
2294,6359,9/16/2020 0:11
2295,936,8/31/2021 3:33
2296,8501,9/21/2021 12:32
2297,7739,6/27/2020 12:09
2298,5411,12/8/2021 22:07
2299,2449,7/3/2020 19:53
2300,6092,7/13/2020 0:26
2301,5882,3/11/2021 12:58
2302,2179,8/24/2020 1:03
2303,7414,8/26/2021 18:36
2304,9044,5/2/2021 16:18
2305,1387,3/3/2020 12:29
2306,6108,5/4/2021 9:13
2307,6372,6/28/2021 5:14
2308,6431,5/30/2020 21:47
2309,6691,3/9/2021 4:13
2310,3539,3/17/2020 13:33
2311,5344,8/29/2020 20:25
2312,1192,7/26/2020 13:41
2313,2307,10/20/2021 1:44
2314,4552,12/22/2021 17:13
2315,849,12/31/2020 6:54
2316,841,6/17/2020 19:02
2317,5330,1/24/2020 19:51
2318,3447,6/15/2020 4:03
2319,6898,6/18/2021 6:53
2320,7766,5/24/2020 7:36
2321,5872,4/6/2021 5:16
2322,8163,9/5/2020 22:37
2323,2395,8/7/2021 14:20
2324,6541,7/11/2021 20:25
2325,1012,3/27/2021 10:09
2326,6486,12/5/2021 3:12
2327,4606,10/31/2021 7:29
2328,1426,3/15/2020 12:55
2329,7720,11/2/2020 3:14
2330,1086,9/12/2021 19:01
2331,7536,2/13/2020 6:31
2332,7351,4/28/2020 7:07
2333,5919,12/16/2021 16:14
2334,8932,5/8/2021 2:58
2335,7539,10/8/2020 9:44
2336,9140,7/13/2021 2:52
2337,2180,5/30/2020 18:21
2338,7281,8/24/2021 11:12
2339,3452,7/21/2020 16:56
2340,9777,4/4/2021 12:08
2341,4422,5/11/2021 0:16
2342,3135,10/28/2021 21:44
2343,3445,1/28/2020 1:09
2344,444,2/14/2021 1:32
2345,6085,12/15/2021 19:26
2346,4950,2/3/2021 15:35
2347,9788,3/6/2021 20:29
2348,3508,7/3/2021 16:00
2349,7213,11/28/2021 9:56
2350,7948,5/26/2020 0:35
2351,6817,9/8/2021 13:22
2352,9776,9/5/2020 3:27
2353,760,1/23/2020 7:27
2354,6756,1/23/2021 5:02
2355,8027,5/5/2020 14:49
2356,3760,4/13/2021 17:21
2357,8117,12/12/2020 11:43
2358,820,7/9/2020 16:34
2359,8574,12/20/2021 0:48
2360,810,12/12/2021 7:50
2361,9774,11/25/2021 2:21
2362,2834,1/8/2021 4:15
2363,3150,7/29/2020 10:15
2364,9453,1/21/2020 12:04
2365,6480,3/25/2021 3:08
2366,3546,6/15/2020 0:36
2367,7271,4/30/2021 19:45
2368,2448,2/25/2021 19:56
2369,6187,1/18/2021 13:20
2370,6821,4/19/2021 15:47
2371,9584,1/6/2020 10:36
2372,873,8/26/2020 10:32
2373,2766,6/16/2021 7:08
2374,4403,1/17/2020 3:20
2375,4035,11/26/2021 23:49
2376,9134,8/14/2020 21:07
2377,316,9/24/2020 15:39
2378,7800,7/2/2020 16:46
2379,3996,6/28/2021 3:13
2380,3854,1/23/2020 2:38
2381,271,3/2/2020 7:26
2382,1851,10/22/2020 8:44
2383,6917,11/22/2021 20:23
2384,2319,4/10/2020 21:23
2385,8099,6/8/2021 2:44
2386,3681,3/3/2020 5:19
2387,6349,1/30/2021 2:59
2388,6220,6/12/2020 12:58
2389,1965,10/1/2020 0:17
2390,6191,12/21/2021 23:40
2391,1765,11/16/2020 2:05
2392,5346,4/29/2021 20:03
2393,3304,2/13/2021 7:34
2394,2989,4/16/2020 7:27
2395,3569,4/17/2020 17:35
2396,8033,11/21/2021 20:12
2397,9240,7/26/2020 15:01
2398,938,5/28/2020 0:20
2399,8131,4/24/2020 9:06
2400,9598,7/11/2021 1:31
2401,3383,10/18/2021 19:54
2402,1954,7/10/2021 12:44
2403,4056,12/4/2021 16:29
2404,1267,2/5/2020 16:17
2405,5357,12/12/2021 12:45
2406,5130,1/30/2021 21:53
2407,1746,3/5/2021 0:41
2408,9109,4/25/2020 13:18
2409,2176,12/4/2020 22:59
2410,4277,2/3/2021 19:00
2411,661,4/19/2021 6:44
2412,2700,9/29/2021 8:58
2413,3556,8/25/2020 4:45
2414,5388,10/27/2021 12:04
2415,6746,3/9/2021 5:58
2416,4456,8/15/2021 11:32
2417,3710,1/22/2020 1:41
2418,7015,7/19/2020 16:17
2419,8783,8/8/2021 13:37
2420,8743,6/14/2020 9:50
2421,5325,11/15/2020 7:53
2422,5372,3/23/2020 19:11
2423,1729,7/17/2020 19:11
2424,290,7/25/2020 1:45
2425,4807,4/7/2021 17:19
2426,7863,3/24/2021 5:30
2427,8295,6/5/2021 15:43
2428,8953,12/16/2021 23:55
2429,7302,12/17/2021 12:13
2430,9719,7/11/2021 5:10
2431,6447,8/28/2021 4:59
2432,6184,4/3/2021 4:51
2433,2843,4/27/2020 9:38
2434,3597,6/29/2020 22:14
2435,2809,11/23/2020 21:36
2436,3847,12/19/2020 10:00
2437,5293,6/17/2020 14:16
2438,6035,9/16/2021 9:56
2439,9644,11/24/2020 8:55
2440,740,8/7/2020 13:10
2441,3612,3/30/2021 5:19
2442,1908,12/21/2020 10:27
2443,1926,4/27/2020 10:25
2444,6408,12/26/2020 20:08
2445,2043,11/30/2020 10:24
2446,1038,4/22/2020 13:25
2447,8420,9/6/2020 19:38
2448,8301,12/23/2021 13:44
2449,1828,5/31/2020 23:17
2450,2108,12/20/2021 15:29
2451,4291,8/14/2020 4:23
2452,3390,8/31/2020 10:16
2453,4915,3/8/2020 2:56
2454,9112,2/26/2021 10:29
2455,7257,9/21/2021 16:18
2456,5347,8/13/2020 12:37
2457,1783,1/29/2021 10:26
2458,3584,6/23/2020 11:57
2459,1992,7/15/2020 10:37
2460,1955,4/2/2021 10:08
2461,1441,3/30/2020 12:04
2462,3894,5/4/2020 7:26
2463,9124,5/25/2021 21:54
2464,6365,1/4/2020 11:54
2465,8425,8/20/2021 4:44
2466,2229,11/24/2020 18:20
2467,6530,8/1/2020 6:59
2468,8711,12/7/2020 20:10
2469,7861,3/25/2020 11:38
2470,6754,7/31/2020 21:24
2471,9844,6/27/2021 1:38
2472,610,8/16/2020 8:23
2473,614,10/5/2020 21:05
2474,7811,5/4/2021 0:09
2475,6875,2/9/2020 16:40
2476,543,10/7/2020 14:45
2477,955,8/28/2020 10:38
2478,6041,12/16/2020 6:06
2479,4423,11/29/2020 12:28
2480,4879,4/20/2020 10:36
2481,4954,12/3/2021 18:42
2482,9086,6/2/2020 19:59
2483,2453,11/18/2020 5:07
2484,2946,10/3/2020 19:37
2485,2236,8/24/2021 0:05
2486,445,5/10/2020 17:53
2487,3892,4/19/2021 16:15
2488,1229,4/5/2021 9:48
2489,4498,9/28/2021 13:35
2490,6450,5/26/2021 18:36
2491,3879,10/25/2021 4:51
2492,2800,6/8/2020 21:26
2493,8948,5/13/2020 9:45
2494,8694,5/22/2020 23:18
2495,8746,11/8/2021 19:45
2496,2002,8/17/2020 16:13
2497,7499,6/24/2020 23:01
2498,8995,9/11/2021 1:44
2499,7504,2/3/2021 15:53
2500,6087,8/23/2020 18:55
2501,6909,2/22/2020 16:22
2502,4800,4/13/2021 3:25
2503,7447,5/23/2020 23:51
2504,5145,2/15/2020 0:53
2505,4848,1/24/2021 11:58
2506,7612,4/29/2021 19:07
2507,3904,4/1/2021 11:03
2508,6406,12/4/2020 5:21
2509,1000,11/7/2021 15:19
2510,8820,1/30/2020 11:18
2511,9812,3/6/2021 14:41
2512,966,8/5/2020 6:15
2513,5011,10/2/2021 20:22
2514,8403,2/23/2021 17:25
2515,9971,3/30/2020 15:57
2516,7321,5/8/2020 5:36
2517,3742,1/12/2020 14:23
2518,3226,9/16/2021 15:02
2519,2838,9/9/2020 11:35
2520,2054,4/14/2021 9:30
2521,3316,2/4/2020 14:43
2522,7926,6/17/2021 2:51
2523,5420,4/7/2020 16:55
2524,31,5/9/2021 7:05
2525,9188,5/23/2020 10:54
2526,6847,1/2/2020 6:57
2527,7688,1/22/2020 17:59
2528,4715,5/7/2021 0:50
2529,4344,7/4/2020 0:05
2530,3512,11/21/2020 11:48
2531,6782,10/23/2020 17:53
2532,1269,2/13/2021 3:17
2533,2741,10/31/2021 3:48
2534,582,9/28/2021 9:40
2535,5726,8/22/2020 11:00
2536,730,10/12/2020 16:44
2537,82,10/8/2020 22:50
2538,6731,7/22/2021 19:09
2539,1132,12/11/2021 5:44
2540,2812,1/19/2021 3:41
2541,9703,8/30/2020 12:19
2542,2959,9/5/2020 13:56
2543,6362,12/9/2021 6:11
2544,5186,11/17/2020 22:21
2545,6833,6/23/2020 3:41
2546,1738,1/13/2021 0:11
2547,3490,12/26/2020 2:57
2548,8753,11/3/2020 14:03
2549,3736,2/16/2020 3:08
2550,8569,12/8/2021 9:14
2551,9404,5/6/2021 21:58
2552,646,12/11/2021 0:46
2553,7335,6/28/2021 6:22
2554,1410,12/16/2021 10:39
2555,6854,4/13/2020 5:05
2556,5156,10/12/2020 14:39
2557,6270,3/3/2021 1:48
2558,4249,9/17/2021 16:46
2559,883,3/10/2021 19:04
2560,3634,9/30/2021 14:00
2561,9479,5/2/2020 5:01
2562,1403,10/30/2020 1:42
2563,92,5/26/2021 7:53
2564,943,2/3/2020 1:43
2565,2640,11/8/2021 4:31
2566,4295,1/17/2020 14:26
2567,3090,8/11/2020 17:39
2568,5560,4/27/2020 10:27
2569,9611,12/21/2020 20:51
2570,8166,12/20/2021 2:34
2571,5353,7/2/2021 14:47
2572,4135,3/8/2021 11:04
2573,9550,3/24/2021 20:02
2574,6630,3/7/2021 13:01
2575,6676,4/26/2020 6:17
2576,5152,1/10/2021 4:48
2577,3944,7/14/2021 16:52
2578,550,3/13/2021 5:24
2579,9962,2/24/2021 19:34
2580,1143,8/20/2021 18:40
2581,4297,12/24/2021 14:08
2582,7986,2/4/2021 11:44
2583,7596,9/29/2021 15:11
2584,6930,1/26/2020 22:05
2585,9918,4/18/2020 21:37
2586,4170,3/29/2020 3:57
2587,5780,1/5/2021 7:48
2588,1437,6/9/2020 4:49
2589,5224,1/3/2021 12:33
2590,1979,6/23/2021 8:04
2591,1480,5/25/2021 11:07
2592,7914,8/11/2020 1:22
2593,8859,7/14/2021 18:11
2594,7532,3/7/2021 13:32
2595,9031,9/12/2020 22:42
2596,4738,5/8/2021 21:50
2597,5409,12/5/2021 7:15
2598,5561,12/20/2020 3:07
2599,319,7/22/2021 3:52
2600,220,10/19/2021 7:52
2601,3932,2/9/2020 15:05
2602,1815,7/6/2020 22:16
2603,2945,3/23/2020 10:33
2604,7134,6/7/2021 4:31
2605,1422,4/10/2021 19:39
2606,6448,7/7/2020 1:29
2607,6848,6/13/2021 15:47
2608,5951,7/14/2020 5:36
2609,2026,11/16/2020 21:27
2610,5506,12/31/2021 4:05
2611,6611,3/9/2021 17:46
2612,5295,3/5/2021 22:30
2613,7287,9/5/2021 6:57
2614,4977,5/29/2020 2:09
2615,6394,4/11/2021 21:43
2616,2531,4/22/2021 1:34
2617,2154,5/6/2021 6:56
2618,3511,10/8/2020 12:54
2619,5914,9/4/2021 4:27
2620,2432,12/11/2020 6:51
2621,6622,2/2/2020 11:32
2622,9412,5/18/2020 8:27
2623,5421,5/3/2021 16:48
2624,88,5/5/2021 8:27
2625,714,9/27/2020 23:12
2626,8655,5/26/2020 23:49
2627,3915,12/14/2020 9:07
2628,1956,6/12/2021 21:49
2629,2080,3/15/2020 9:00
2630,787,12/21/2020 19:19
2631,6499,1/3/2020 8:08
2632,6346,2/1/2021 17:35
2633,4510,3/18/2020 6:37
2634,6931,1/5/2020 1:54
2635,3048,8/29/2021 20:10
2636,2001,1/31/2020 9:27
2637,4748,5/20/2020 21:47
2638,5175,4/29/2020 14:31
2639,6761,3/26/2020 8:01
2640,5382,2/10/2020 11:41
2641,7828,10/30/2020 9:12
2642,9534,9/25/2020 13:47
2643,1547,12/23/2021 9:07
2644,5000,6/25/2021 20:48
2645,3438,10/14/2021 11:31
2646,993,1/28/2020 5:24
2647,3719,10/3/2021 6:22
2648,9052,5/19/2021 6:56
2649,8194,1/22/2021 6:34
2650,5935,5/18/2021 0:38
2651,645,7/26/2020 3:13
2652,9761,7/18/2020 9:35
2653,9834,4/14/2021 21:05
2654,2673,1/15/2020 3:45
2655,8324,11/17/2020 22:58
