ID_PO,ID_SP,MABACKORDER,SOLUONG,DONGIA
2347,3737,617283099,6,744000
2348,8388,405118280,7,2398000
2349,8941,501639842,10,2951000
2350,5920,489728306,4,2927000
2351,5328,979451828,3,2335000
2352,1117,388745918,5,1121000
2353,1472,146622746,6,1476000
2354,2741,641804053,2,2745000
2355,2413,300598506,9,2417000
2356,6223,949890797,3,233000
2357,2424,464255477,9,2428000
2358,6516,784384763,5,526000
2359,4103,310562455,9,1110000
2360,5229,48436170,7,2236000
2361,2239,439409895,9,2243000
2362,5649,662519829,9,2656000
2363,3395,579320424,2,402000
2364,2890,132984993,3,2894000
2365,1467,783218436,1,1471000
2366,1103,844559771,7,1107000
2367,2710,430950222,7,2714000
2368,2432,941189755,10,2436000
2369,7837,689289859,4,1847000
2370,7161,969353486,3,1171000
2371,2024,89964549,3,2028000
2372,1162,78628815,6,1166000
2373,7388,16176043,10,1398000
2374,648,594309407,9,652000
2375,363,562175411,9,367000
2376,4530,48440278,8,1537000
2377,3198,984746052,6,205000
2378,5008,593991897,7,2015000
2379,7347,35031538,4,1357000
2380,4105,569920403,7,1112000
2381,763,485949547,10,767000
2382,1982,219792809,3,1986000
2383,9699,13562489,3,712000
2384,5632,568023348,6,2639000
2385,5019,7008798,6,2026000
2386,4482,25594530,1,1489000
2387,320,912156538,2,324000
2388,2717,937596843,5,2721000
2389,2530,82939388,8,2534000
2390,9184,811794532,10,197000
2391,4043,271709143,7,1050000
2392,6766,254271258,6,776000
2393,2079,40552785,3,2083000
2394,230,470566884,7,234000
2395,9190,955833904,5,203000
2396,7744,15311518,5,1754000
2397,7772,NULL      ,10,1782000
2398,6683,850872582,1,693000
2399,7830,155112669,9,1840000
2400,5005,834447605,2,2012000
2401,7402,567304048,5,1412000
2402,8800,828352551,10,2810000
2403,2464,794088753,10,2468000
2404,2331,632699734,3,2335000
2405,7671,94749622,6,1681000
2406,3970,39034274,2,977000
2407,3248,478497359,3,255000
2408,7249,166624940,9,1259000
2409,6682,448738524,8,692000
2410,8005,496034930,3,2015000
2411,456,464882954,1,460000
2412,405,863931480,1,409000
2413,8473,165975805,2,2483000
2414,1912,72667629,1,1916000
2415,1442,888617789,9,1446000
2416,9139,573009559,4,152000
2417,2674,406197150,7,2678000
2418,1369,879471917,3,1373000
2419,4427,923521459,3,1434000
2420,4383,587152932,1,1390000
2421,7907,758781582,4,1917000
2422,6484,657979595,3,494000
2423,9361,103932410,8,374000
2424,3564,560069632,4,571000
2425,5186,172802245,9,2193000
2426,4264,354837210,6,1271000
2427,6684,689372093,3,694000
2428,6721,832327641,6,731000
2429,1872,347746557,6,1876000
2430,4212,40504007,2,1219000
2431,4670,220885892,8,1677000
2432,9831,833440094,8,844000
2433,627,739962520,9,631000
2434,8345,NULL      ,7,2355000
2435,6066,727889084,2,76000
2436,4451,NULL      ,1,1458000
2437,8717,707912431,4,2727000
2438,5122,142149893,2,2129000
2439,7912,717995332,2,1922000
2440,9252,868484336,4,265000
2441,5370,197009210,10,2377000
2442,9568,690358159,10,581000
2443,5992,715044988,7,2999000
2444,5123,52260412,9,2130000
2445,6192,286717160,3,202000
2446,4316,576488193,9,1323000
2447,6828,492172173,1,838000
2448,9419,938516131,6,432000
2449,2737,725706559,8,2741000
2450,6455,738351112,4,465000
2451,9602,109433456,6,615000
2452,2578,585653552,9,2582000
2453,9916,402565613,8,929000
2454,5365,97802098,4,2372000
2455,9524,310631607,4,537000
2456,473,388165476,7,477000
2457,7535,115695573,6,1545000
2458,8256,727391707,1,2266000
2459,774,76027856,10,778000
2460,4727,857373159,7,1734000
2461,235,997526124,9,239000
2462,1063,523598427,3,1067000
2463,3954,555219479,8,961000
2464,2180,197700898,7,2184000
2465,5032,78387924,10,2039000
2466,1840,727818896,6,1844000
2467,9780,961336575,7,793000
2468,4770,785724775,9,1777000
2469,6395,320413405,7,405000
2470,1958,12166627,9,1962000
2471,7810,844119162,2,1820000
2472,4301,899685096,8,1308000
2473,7182,144358963,4,1192000
2474,6562,235399120,6,572000
2475,8359,311977925,9,2369000
2476,6303,718374429,6,313000
2477,3621,995892568,5,628000
2478,7330,994694818,10,1340000
2479,2947,671070265,8,2951000
2480,4749,99970290,7,1756000
2481,5093,616117100,1,2100000
2482,7426,912073939,10,1436000
2483,6715,871181723,7,725000
2484,2813,72408909,3,2817000
2485,3984,904490903,4,991000
2486,454,220417324,9,458000
2487,4492,873372812,6,1499000
2488,9713,249318965,5,726000
2489,1227,815703842,4,1231000
2490,3010,615201152,8,17000
2491,4907,610670337,10,1914000
2492,6694,458651578,6,704000
2493,3550,769752108,2,557000
2494,7840,NULL      ,9,1850000
2495,8681,281067106,4,2691000
2496,8745,770702254,6,2755000
2497,8307,693448602,7,2317000
2498,7126,859058156,5,1136000
2499,6033,880388385,1,43000
2500,8814,743452173,8,2824000
2501,7858,797712539,9,1868000
2502,8652,139128834,4,2662000
2503,2210,446457279,1,2214000
2504,4850,354502112,5,1857000
2505,8561,775103855,2,2571000
2506,7286,577456072,4,1296000
2507,1287,362089342,3,1291000
2508,6514,23959961,10,524000
2509,7997,41937612,9,2007000
2510,8821,247523443,4,2831000
2511,414,799179905,2,418000
2512,779,231099306,1,783000
2513,4080,563926402,8,1087000
2514,4798,736828921,4,1805000
2515,9824,770351818,9,837000
2516,219,962746102,5,223000
2517,1499,821296475,7,1503000
2518,1915,587505408,1,1919000
2519,3996,330392682,4,1003000
2520,5182,746690654,7,2189000
2521,1775,988477763,9,1779000
2522,7991,581011529,9,2001000
2523,139,56902571,3,143000
2524,4388,906279964,5,1395000
2525,942,960430161,6,946000
2526,5004,108129489,7,2011000
2527,931,751785263,2,935000
2528,7721,834306417,1,1731000
2529,3286,305898259,6,293000
2530,2683,949796448,10,2687000
2531,9851,367468766,2,864000
2532,2310,572336351,8,2314000
2533,4693,336522347,1,1700000
2534,697,561031957,3,701000
2535,6801,641634309,3,811000
2536,9868,957249344,2,881000
2537,4806,587713125,1,1813000
2538,6120,759741787,4,130000
2539,2248,769925154,4,2252000
2540,8270,43808127,6,2280000
2541,6869,907455798,7,879000
2542,504,476744227,6,508000
2543,1676,204292029,10,1680000
2544,6065,747028101,1,75000
2545,4911,105966680,6,1918000
2546,7431,461286880,4,1441000
2547,9908,161062315,4,921000
2548,7259,334462814,8,1269000
2549,4483,533239668,7,1490000
2550,1448,6378434,4,1452000
2551,6032,176142987,4,42000
2552,8471,74910349,5,2481000
2553,4502,699380757,9,1509000
2554,2686,313756500,8,2690000
2555,5675,977989224,4,2682000
2556,3420,324355391,3,427000
2557,8154,490927534,2,2164000
2558,9593,670012611,3,606000
2559,9619,139107766,8,632000
2560,2175,7941033,3,2179000
2561,1099,238104062,5,1103000
2562,6198,763036933,10,208000
2563,3006,307870353,1,13000
2564,4013,646662834,9,1020000
2565,9674,590249596,1,687000
2566,6384,211687653,8,394000
2567,7130,361109860,5,1140000
2568,8625,809701129,5,2635000
2569,8748,790249205,8,2758000
2570,459,668072093,7,463000
2571,5668,608192248,2,2675000
2572,3472,2974946,6,479000
2573,752,473040395,2,756000
2574,9643,279086819,7,656000
2575,5067,814994355,4,2074000
2576,1284,960249499,7,1288000
2577,4539,481685354,1,1546000
2578,9123,68136196,3,136000
2579,7769,455109385,1,1779000
2580,9984,277077317,3,997000
2581,353,660159563,4,357000
2582,3628,531814357,5,635000
2583,9953,555964933,9,966000
2584,4097,193146151,3,1104000
2585,2785,994293439,1,2789000
2586,5849,894722089,3,2856000
2587,3533,536043054,8,540000
2588,232,111720654,1,236000
2589,9562,538332556,6,575000
2590,8849,210447055,2,2859000
2591,4494,629524753,5,1501000
2592,5216,754700847,5,2223000
2593,2927,NULL      ,5,2931000
2594,7729,763411706,8,1739000
2595,569,571533936,10,573000
2596,5028,625484186,10,2035000
2597,254,114768544,10,258000
2598,3998,279066946,4,1005000
2599,1339,620371450,10,1343000
2600,3265,821765719,3,272000
2601,8482,305879372,10,2492000
2602,5951,785297812,9,2958000
2603,6509,394284690,5,519000
2604,4859,187068916,9,1866000
2605,212,644068625,2,216000
2606,9025,867402719,2,38000
2607,8333,851511502,2,2343000
2608,9991,339909193,5,1004000
2609,5825,784107952,7,2832000
2610,2145,796125747,9,2149000
2611,7053,882532777,9,1063000
2612,2338,126887299,7,2342000
2613,1274,417970219,3,1278000
2614,8018,627344683,4,2028000
2615,5492,873263688,10,2499000
2616,7781,775913598,10,1791000
2617,2610,990605514,4,2614000
2618,4370,124395827,6,1377000
2619,6030,88940807,10,40000
2620,3487,95692717,4,494000
2621,1595,3483956,5,1599000
2622,9822,909361535,7,835000
2623,1828,908179994,9,1832000
2624,9100,414478551,1,113000
2625,8299,578908683,2,2309000
2626,7109,460755578,1,1119000
2627,7778,820116185,4,1788000
2628,8406,627556466,9,2416000
2629,2421,326584015,3,2425000
2630,7657,724552017,8,1667000
2631,6161,391389178,8,171000
2632,562,215304128,2,566000
2633,5356,67987797,9,2363000
2634,777,736532184,5,781000
2635,8463,723975920,6,2473000
2636,4899,529823699,2,1906000
2637,8794,284192871,4,2804000
2638,6232,56378804,10,242000
2639,1778,300768428,8,1782000
2640,5889,42205831,2,2896000
2641,9308,858123830,1,321000
2642,2102,344303295,7,2106000
2643,9329,890046039,2,342000
2644,275,76072634,10,279000
2645,6980,757406234,3,990000
2646,6924,740021515,9,934000
2647,2396,856941285,7,2400000
2648,9290,560267197,8,303000
2649,6347,381378977,2,357000
2650,7800,748275535,3,1810000
2651,3432,501203801,5,439000
2652,5859,847217670,2,2866000
2653,3739,612506406,8,746000
2654,9572,84530833,7,585000
2655,9597,359078039,8,610000
2656,8208,706641370,6,2218000
2657,2680,806566825,3,2684000
2658,1745,974711888,7,1749000
2659,4525,937680905,1,1532000
2660,9310,463612773,1,323000
2661,9507,469230681,9,520000
2662,8386,185041889,1,2396000
2663,6962,431632430,3,972000
2664,4869,15525021,7,1876000
2665,7635,663044606,6,1645000
2666,7650,479739930,3,1660000
2667,5549,224251980,3,2556000
2668,3842,606537135,3,849000
2669,6310,361033813,2,320000
2670,7625,769548840,4,1635000
2671,9520,415214207,3,533000
2672,2531,298397416,4,2535000
2673,8619,785983518,4,2629000
2674,5409,441432173,5,2416000
2675,1586,243063204,5,1590000
2676,1022,555897061,9,1026000
2677,1150,419141281,6,1154000
2678,8610,902530013,1,2620000
2679,5440,569218315,2,2447000
2680,8513,717689054,6,2523000
2681,5832,793368413,6,2839000
2682,6272,38190638,2,282000
2683,5248,46869108,7,2255000
2684,8760,114504084,2,2770000
2685,2776,237368548,10,2780000
2686,1144,86170914,9,1148000
2687,1241,93819864,8,1245000
2688,1961,923472116,9,1965000
2689,1154,869206531,5,1158000
2690,1509,204784267,1,1513000
2691,9664,621754618,3,677000
2692,8604,571218289,3,2614000
2693,9292,285790248,10,305000
2694,117,465737062,2,121000
2695,7346,130311643,5,1356000
2696,9669,26429437,9,682000
2697,1697,705215066,9,1701000
2698,2150,954550323,7,2154000
2699,3111,301080540,4,118000
2700,6716,275468426,5,726000
2701,6061,827073176,4,71000
2702,4687,117229355,10,1694000
2703,4395,398799870,8,1402000
2704,6211,777330312,9,221000
2705,3924,266605597,1,931000
2706,9315,969058432,10,328000
2707,2771,478963041,6,2775000
2708,9527,209700537,1,540000
2709,7518,772790327,3,1528000
2710,5939,440068708,3,2946000
2711,158,NULL      ,9,162000
2712,9583,496530052,2,596000
2713,5293,34452443,9,2300000
2714,1290,110383426,3,1294000
2715,2829,960621035,1,2833000
2716,7920,967995652,4,1930000
2717,8553,314375122,1,2563000
2718,12,385882140,5,16000
2719,2534,268807583,3,2538000
2720,9512,693467980,7,525000
2721,6795,584262027,6,805000
2722,4878,992355999,1,1885000
2723,8570,395184812,9,2580000
2724,1658,973797172,6,1662000
2725,6837,784434539,7,847000
2726,1483,946918557,10,1487000
2727,3635,427939187,10,642000
2728,9218,688187605,3,231000
2729,146,113916494,4,150000
2730,9193,348606504,6,206000
2731,3519,NULL      ,7,526000
2732,5979,974238687,10,2986000
2733,124,429995773,7,128000
2734,9907,29275995,3,920000
2735,3242,534535448,2,249000
2736,7957,923518259,9,1967000
2737,7811,532372592,9,1821000
2738,9709,439409516,5,722000
2739,8118,356937996,6,2128000
2740,4761,371207026,2,1768000
2741,1546,252609042,4,1550000
2742,6725,190615833,5,735000
2743,6895,939235011,10,905000
2744,4054,838336602,3,1061000
2745,9600,28833530,2,613000
2746,746,160998891,3,750000
2747,8915,506132403,8,2925000
2748,3874,398414157,9,881000
2749,1035,178398053,6,1039000
2750,2706,235884066,3,2710000
2751,1437,234524705,3,1441000
2752,8896,197864546,5,2906000
2753,9812,169979053,10,825000
2754,3177,521969444,2,184000
2755,5155,58672093,9,2162000
2756,6025,330917527,6,35000
2757,5308,462049123,8,2315000
2758,9773,846843769,4,786000
2759,951,9411494,2,955000
2760,4515,198078009,5,1522000
2761,2114,719880279,4,2118000
2762,1082,904220136,4,1086000
2763,957,178491842,2,961000
2764,996,458369470,4,1000000
2765,9102,727696445,6,115000
2766,2817,863733419,2,2821000
2767,4719,836376483,2,1726000
2768,3851,551650675,3,858000
2769,3923,352935527,4,930000
2770,937,246607714,5,941000
2771,8607,789213751,6,2617000
2772,6779,995881832,1,789000
2773,1713,432534195,9,1717000
2774,6481,845929386,9,491000
2775,8190,662813075,1,2200000
2776,4209,927602159,10,1216000
2777,7004,867121249,10,1014000
2778,2924,445810539,7,2928000
2779,9347,207563909,4,360000
2780,8715,20553120,9,2725000
2781,8733,NULL      ,6,2743000
2782,6034,528382605,10,44000
2783,2989,908292183,7,2993000
2784,6448,711440242,7,458000
2785,6848,31260610,8,858000
2786,1475,264594230,3,1479000
2787,8530,NULL      ,5,2540000
2788,6345,567437347,1,355000
2789,5509,150111346,6,2516000
2790,9624,225348099,2,637000
2791,5703,754313030,3,2710000
2792,9789,875180046,4,802000
2793,2314,118111262,9,2318000
2794,7676,678411932,5,1686000
2795,4779,4393352,10,1786000
2796,9041,78663076,3,54000
2797,3169,320912170,6,176000
2798,7463,152032544,6,1473000
2799,2157,145099464,8,2161000
2800,4307,622013679,5,1314000
2801,7399,829936981,1,1409000
2802,7843,573657213,4,1853000
2803,8497,126240948,1,2507000
2804,272,224892713,1,276000
2805,8132,100752269,3,2142000
2806,8515,793105220,8,2525000
2807,4349,632323550,4,1356000
2808,3254,238553081,8,261000
2809,4422,777046842,1,1429000
2810,5727,692391454,4,2734000
2811,3352,247641382,9,359000
2812,2452,727166884,9,2456000
2813,8172,856046289,9,2182000
2814,3082,272278791,5,89000
2815,1555,79513123,3,1559000
2816,7962,930192569,4,1972000
2817,5062,102178619,7,2069000
2818,3701,656917365,1,708000
2819,3640,527598872,2,647000
2820,1653,377386319,6,1657000
2821,8466,106968741,9,2476000
2822,9479,381568922,2,492000
2823,4933,196081884,2,1940000
2824,8397,109932639,9,2407000
2825,8844,997697486,2,2854000
2826,9204,361016806,6,217000
2827,79,374618960,2,83000
2828,4594,503200804,4,1601000
2829,1515,788435090,7,1519000
2830,7627,274290923,4,1637000
2831,9647,796424694,8,660000
2832,3307,601739461,9,314000
2833,2541,390739542,10,2545000
2834,3145,268765137,9,152000
2835,5987,665129127,10,2994000
2836,904,946159117,5,908000
2837,8231,87602552,3,2241000
2838,3822,410372931,4,829000
2839,670,150829299,4,674000
2840,1689,460392693,6,1693000
2841,9986,519550544,4,999000
2842,5162,308577728,8,2169000
2843,9070,653489673,3,83000
2844,8147,611331025,2,2157000
2845,8125,890433478,5,2135000
2846,9716,262385729,1,729000
2847,8757,934595380,3,2767000
2848,5126,488816890,1,2133000
2849,4988,26956741,8,1995000
2850,6093,175592472,6,103000
2851,7961,746840622,2,1971000
2852,3926,991971446,10,933000
2853,3596,139420201,4,603000
2854,5717,972890216,9,2724000
2855,6567,502356054,10,577000
2856,3776,271673481,3,783000
2857,3030,160841497,8,37000
2858,7883,133106571,5,1893000
2859,1913,487818427,10,1917000
2860,5246,102705046,10,2253000
2861,4142,376323163,8,1149000
2862,9637,266099007,10,650000
2863,6627,142229833,2,637000
2864,9299,824055527,2,312000
2865,5881,283669770,10,2888000
2866,3453,NULL      ,2,460000
2867,1549,673131970,3,1553000
2868,3428,747759854,8,435000
2869,7984,737112219,8,1994000
2870,1885,610417924,8,1889000
2871,9284,372590536,8,297000
2872,5237,360873136,8,2244000
2873,5725,955575364,2,2732000
2874,907,784552650,6,911000
2875,1029,234077816,5,1033000
2876,2450,782874069,1,2454000
2877,3289,324455525,6,296000
2878,1615,737085497,7,1619000
2879,7672,369807942,8,1682000
2880,4675,499404523,6,1682000
2881,1277,529867641,4,1281000
2882,4059,570446235,2,1066000
2883,182,98226297,4,186000
2884,6413,151854062,4,423000
2885,8605,29095103,1,2615000
2886,3118,131002060,7,125000
2887,2049,60356808,2,2053000
2888,3655,499152659,1,662000
2889,4367,698579498,4,1374000
2890,3320,763431293,9,327000
2891,8350,661918583,1,2360000
2892,9733,738554672,1,746000
2893,4035,980198301,2,1042000
2894,3749,177076676,1,756000
2895,2987,107713059,9,2991000
2896,4647,140562555,10,1654000
2897,7935,621794583,4,1945000
2898,7696,464013641,2,1706000
2899,5377,480221062,9,2384000
2900,8743,797188820,4,2753000
2901,1988,513125046,3,1992000
2902,6904,866703098,10,914000
2903,4709,454727548,2,1716000
2904,8881,778252209,5,2891000
2905,4267,673309219,2,1274000
2906,727,488916977,6,731000
2907,8909,114414334,7,2919000
2908,7394,930860307,9,1404000
2909,5078,625055814,7,2085000
2910,4090,831956388,2,1097000
2911,9057,659177982,4,70000
2912,2566,205035224,1,2570000
2913,2347,445930136,3,2351000
2914,7641,73618801,5,1651000
2915,6830,490757042,4,840000
2916,3159,368350953,8,166000
2917,9688,541703160,2,701000
2918,5686,931861861,6,2693000
2919,2486,992744431,8,2490000
2920,4856,895643464,10,1863000
2921,3949,578495652,3,956000
2922,1163,493716658,9,1167000
2923,8621,407087081,6,2631000
2924,3608,NULL      ,5,615000
2925,7022,55471942,4,1032000
2926,55,789960753,4,59000
2927,5337,964711727,8,2344000
2928,1507,97768276,6,1511000
2929,593,803598088,2,597000
2930,6176,788081778,9,186000
2931,2197,720870093,6,2201000
2932,4794,67422697,3,1801000
2933,9491,669376628,10,504000
2934,7741,112901081,6,1751000
2935,768,762195832,6,772000
2936,234,707407403,1,238000
2937,9271,26818131,5,284000
2938,6461,889709653,3,471000
2939,6423,177698684,4,433000
2940,1083,183985382,3,1087000
2941,7502,817639490,7,1512000
2942,636,106949149,4,640000
2943,8220,816308584,10,2230000
2944,359,580150138,10,363000
2945,357,141095975,8,361000
2946,4679,305456164,1,1686000
2947,1832,525353223,1,1836000
2948,2321,812242982,1,2325000
2949,1827,980006544,4,1831000
2950,2752,424686542,2,2756000
2951,8892,952226232,3,2902000
2952,6549,732576217,3,559000
2953,1411,654553179,8,1415000
2954,1711,531146587,4,1715000
2955,3965,773210275,7,972000
2956,8130,347588746,4,2140000
2957,4814,690703330,1,1821000
2958,1026,241439551,9,1030000
2959,5484,874005974,4,2491000
2960,5648,265743934,3,2655000
2961,7308,343297803,6,1318000
2962,7300,387139998,5,1310000
2963,2429,922873647,3,2433000
2964,9062,734559248,4,75000
2965,4698,941019993,7,1705000
2966,1582,210443726,2,1586000
2967,3549,764980508,5,556000
2968,7733,486516823,3,1743000
2969,3573,927729465,8,580000
2970,707,928264434,3,711000
2971,3643,172191053,4,650000
2972,6876,997043763,6,886000
2973,3589,93079862,2,596000
2974,4089,470857134,7,1096000
2975,8854,873067256,8,2864000
2976,8290,711766771,4,2300000
2977,2555,937322380,10,2559000
2978,6676,494711448,10,686000
2979,5744,907941408,5,2751000
2980,7204,14836711,1,1214000
2981,5875,345977280,7,2882000
2982,3930,910513225,10,937000
2983,6638,820746111,4,648000
2984,8478,16948930,3,2488000
2985,2945,531509245,6,2949000
2986,6076,977096682,9,86000
2987,3884,994876550,1,891000
2988,8879,577184659,9,2889000
2989,3755,653731023,6,762000
2990,892,90314054,10,896000
2991,7489,307099384,2,1499000
2992,8435,293507199,8,2445000
2993,5784,169644810,9,2791000
2994,6922,716226241,9,932000
2995,6859,187628447,10,869000
2996,3801,808524488,8,808000
2997,6723,624035225,6,733000
2998,3695,124574719,1,702000
2999,3297,160525471,5,304000
3000,3953,58265004,3,960000
3001,223,279215938,6,227000
3002,9280,962445899,1,293000
3003,9233,9916198,10,246000
3004,8912,229293468,5,2922000
3005,9747,847827781,2,760000
3006,9177,161883579,10,190000
3007,2939,140702642,1,2943000
3008,188,556878886,8,192000
3009,8219,317823354,7,2229000
3010,7895,367903082,1,1905000
3011,76,637107111,8,80000
3012,8993,517348927,3,6000
3013,6261,947242502,10,271000
3014,7788,908360048,9,1798000
3015,5336,806656772,10,2343000
3016,787,949065220,1,791000
3017,7458,33948538,4,1468000
3018,6971,394638040,1,981000
3019,6810,183919932,1,820000
3020,7820,442824057,2,1830000
3021,3645,82541936,3,652000
3022,8677,817113513,5,2687000
3023,629,284894174,4,633000
3024,2292,266536261,9,2296000
3025,7407,89341335,4,1417000
3026,4742,779371300,6,1749000
3027,6711,790435668,8,721000
3028,5505,483740615,7,2512000
3029,4604,287496416,7,1611000
3030,9899,112501959,10,912000
3031,3266,809695324,1,273000
3032,1262,298001975,5,1266000
3033,575,453332656,3,579000
3034,2083,956337127,3,2087000
3035,7992,939255624,3,2002000
3036,4805,648087522,2,1812000
3037,1004,114115532,2,1008000
3038,7990,55545281,3,2000000
3039,7277,775504760,2,1287000
3040,7631,541010640,5,1641000
3041,40,480480336,4,44000
3042,7605,380077807,3,1615000
3043,4900,311838436,2,1907000
3044,3948,103045742,2,955000
3045,4619,917865911,5,1626000
3046,4646,266079330,10,1653000
3047,6121,72930906,8,131000
3048,7682,695202738,6,1692000
3049,467,901287145,8,471000
3050,3450,50795718,4,457000
3051,3362,377281759,1,369000
3052,6920,888893836,2,930000
3053,3669,844577373,7,676000
3054,8754,34036645,2,2764000
3055,6849,403858862,3,859000
3056,4964,62561347,7,1971000
3057,2014,802931225,3,2018000
3058,1542,990228220,6,1546000
3059,126,787823964,1,130000
3060,5277,368085782,6,2284000
3061,247,591618341,1,251000
3062,2041,345155199,3,2045000
3063,5053,544738979,5,2060000
3064,8872,477488362,8,2882000
3065,9642,884269044,1,655000
3066,9948,563369068,6,961000
3067,6889,898771139,2,899000
3068,6300,176728120,8,310000
3069,6651,521328065,4,661000
3070,4895,986740724,2,1902000
3071,4145,798359543,10,1152000
3072,2101,181555317,5,2105000
3073,6578,353876088,4,588000
3074,733,393466697,2,737000
3075,6701,539883463,10,711000
3076,4771,209917534,5,1778000
3077,5040,163147101,8,2047000
3078,2445,358062123,5,2449000
3079,2186,825563129,5,2190000
3080,9745,561554210,10,758000
3081,991,569707146,2,995000
3082,1451,770779640,2,1455000
3083,5860,880893870,5,2867000
3084,5999,434587501,8,9000
3085,723,674762595,6,727000
3086,2127,947503295,7,2131000
3087,4304,598673473,1,1311000
3088,1390,401364664,6,1394000
3089,4759,236805005,5,1766000
3090,8819,720052458,6,2829000
3091,2334,871076241,3,2338000
3092,3390,529778758,8,397000
3093,6539,430161583,4,549000
3094,7467,282111136,9,1477000
3095,9735,842607372,1,748000
3096,5101,703406751,3,2108000
3097,5765,359911893,7,2772000
3098,3761,258435178,5,768000
3099,1161,422230258,9,1165000
3100,9689,666630830,3,702000
3101,3859,495551866,2,866000
3102,7854,312005280,7,1864000
3103,2086,221248445,1,2090000
3104,9341,911498103,8,354000
3105,6619,966252174,2,629000
3106,6927,931865916,3,937000
3107,6687,544979361,5,697000
3108,8662,297533541,7,2672000
3109,1591,68087354,8,1595000
3110,2412,927045922,9,2416000
3111,7030,68234379,3,1040000
3112,6021,137256323,6,31000
3113,7748,773853623,1,1758000
3114,2757,927972360,8,2761000
3115,8244,508834522,1,2254000
3116,5877,517135328,8,2884000
3117,8911,409398256,6,2921000
3118,9706,995130880,7,719000
3119,9410,696478281,4,423000
3120,8432,430145287,3,2442000
3121,1556,919290409,1,1560000
3122,1127,245545785,3,1131000
3123,7239,907879469,10,1249000
3124,2828,NULL      ,2,2832000
3125,4623,809549425,9,1630000
3126,9802,889710635,7,815000
3127,6993,364197087,9,1003000
3128,8978,832102611,10,2988000
3129,6624,616271468,7,634000
3130,1815,65945681,6,1819000
3131,202,281275831,2,206000
3132,6404,838114863,6,414000
3133,1670,318921751,6,1674000
3134,4532,606772542,8,1539000
3135,2469,751535185,5,2473000
3136,5242,758996612,7,2249000
3137,3826,191538447,9,833000
3138,9700,119812114,3,713000
3139,218,682683237,9,222000
3140,9582,50707725,3,595000
3141,8140,399625987,4,2150000
3142,431,202113742,3,435000
3143,6522,6580242,6,532000
3144,5926,853742276,2,2933000
3145,7736,985984511,10,1746000
3146,9585,408772532,6,598000
3147,1288,363040992,3,1292000
3148,488,417100725,5,492000
3149,4221,243509544,7,1228000
3150,3424,78940038,10,431000
3151,2135,597662990,1,2139000
3152,9710,656267269,5,723000
3153,8121,991064033,8,2131000
3154,5644,263218662,3,2651000
3155,1455,101764821,7,1459000
3156,8691,890193905,4,2701000
3157,976,518590193,10,980000
3158,1225,141248973,5,1229000
3159,5696,245522701,8,2703000
3160,5716,828143262,1,2723000
3161,366,292750674,7,370000
3162,5141,79491037,1,2148000
3163,3393,643684945,2,400000
3164,8721,694295594,9,2731000
3165,8382,616867797,8,2392000
3166,6063,152078614,8,73000
3167,5465,573993907,7,2472000
3168,7913,23393264,3,1923000
3169,3380,138960194,8,387000
3170,5420,11732079,3,2427000
3171,5582,12703933,5,2589000
3172,7297,942620989,6,1307000
3173,3283,570802796,7,290000
3174,2174,588013435,4,2178000
3175,1684,260060700,4,1688000
3176,123,145396736,2,127000
3177,1973,540169199,1,1977000
3178,3979,87507633,7,986000
3179,3916,480365008,9,923000
3180,7266,970560403,9,1276000
3181,6199,790812178,10,209000
3182,4141,113237073,8,1148000
3183,1366,90987335,10,1370000
3184,9686,762323329,9,699000
3185,1893,828781046,9,1897000
3186,3582,63239297,3,589000
3187,1049,17304992,1,1053000
3188,9658,408562219,8,671000
3189,4890,148678217,5,1897000
3190,7416,716142309,3,1426000
3191,7358,55136041,3,1368000
3192,9064,328152030,7,77000
3193,2625,52212360,4,2629000
3194,5502,392446941,3,2509000
3195,7229,677969322,2,1239000
3196,9570,566972986,6,583000
3197,2072,468371394,5,2076000
3198,3587,277384226,6,594000
3199,5567,501735747,6,2574000
3200,6580,966779187,7,590000
3201,6050,135412589,5,60000
3202,2051,55320244,6,2055000
3203,5605,154701560,9,2612000
3204,7024,217796289,4,1034000
3205,4811,374287256,10,1818000
3206,540,917780252,2,544000
3207,1706,504404394,6,1710000
3208,1949,944974368,8,1953000
3209,7447,802049136,10,1457000
3210,8064,820172589,7,2074000
3211,6618,305810433,4,628000
3212,968,313285107,7,972000
3213,4540,730810010,2,1547000
3214,6016,187566820,10,26000
3215,7656,222300663,3,1666000
3216,4151,674849604,3,1158000
3217,4599,324012306,7,1606000
3218,5339,279813168,2,2346000
3219,6078,451841268,1,88000
3220,9675,775121612,9,688000
3221,5406,104620349,6,2413000
3222,6324,608442349,7,334000
3223,2398,NULL      ,9,2402000
3224,6294,55922908,4,304000
3225,5570,837913609,9,2577000
3226,5340,546015784,4,2347000
3227,128,160013785,10,132000
3228,14,704523057,5,18000
3229,3796,212162121,3,803000
3230,9008,201024047,5,21000
3231,5391,942780839,1,2398000
3232,1199,339484282,7,1203000
3233,4608,356959875,8,1615000
3234,6159,850958415,5,169000
3235,5789,842221595,6,2796000
3236,1495,106369467,9,1499000
3237,3940,377046134,6,947000
3238,106,358128606,6,110000
3239,3353,678544426,2,360000
3240,5124,587385515,8,2131000
3241,7494,334736477,10,1504000
3242,8895,704736833,1,2905000
3243,2061,457150285,7,2065000
3244,1502,97633412,10,1506000
3245,812,227355933,1,816000
