ID_VOUCHER,TENVOUCHER,GIATIEN,GIAKHUYENMAI,DKSUDUNG,DACDIEMNOIBAT,THOIHANSUDUNG,ID_DMN
943,Tupdudedower,1984000,992000,Không có giá trị quy đổi thành tiền.,Buffet sáng đẳng cấp quốc tế 5 sao.,7/23/2021 1:04,4
944,Barerollin,1986000,993000,Voucher có giá trị sử dụng đúng 01 lần.,Có phiếu quà tặng tiền mặt vs nhiều mệnh giá,1/17/2021 12:17,4
945,Tupfropefex,1988000,994000,Số lượng voucher có hạn.,"Đ.ngũ kỹ thuật viên chuyên nghiệp, bài bản",2/2/2021 12:25,4
946,Lomtanover,1990000,995000,Số lượng voucher có hạn.,"Nguyên liệu chế biến tươi ngon, sạch sẽ",5/18/2021 3:05,4
947,Unhupamower,1992000,996000,Thanh toán thêm 10% VAT khi cần xuất hóa đơn.,"Áp dụng được cho cả nam, nữ",6/4/2021 11:18,4
948,Endfropover,1994000,997000,01 Voucher/01 d.vụ. Không bù tiền,"Tạo thói quen suy nghĩ,tư duy tích cực",5/25/2021 15:01,4
949,Tuptumantor,1996000,998000,Áp dụng cho tất cả các ngày trong tuần,Buffet sáng đẳng cấp quốc tế 5 sao.,8/30/2021 5:56,4
950,Surtinimor,1998000,999000,Không áp dụng đ.thời với c.trình k.mãi khác,Khắc phục các lỗi an ninh mạng.,12/2/2020 18:17,4
951,Zeedudower,2000000,1000000,Thanh toán thêm 10% VAT khi cần xuất hóa đơn.,Khắc phục các lỗi an ninh mạng.,9/13/2021 17:09,4
952,Grofropover,2002000,1001000,Không áp dụng đ.thời với c.trình k.mãi khác,Cơ hội hòa mình vào k.cảnh thanh bình,7/30/2021 11:24,4
953,Groglibar,2004000,1002000,Thanh toán thêm 10% VAT khi cần xuất hóa đơn.,Cơ hội hòa mình vào k.cảnh thanh bình,3/13/2021 19:52,4
954,Endpickonantor,2006000,1003000,Áp dụng cho tất cả các ngày trong tuần,"Không gian ấm cúng, thân mật",7/18/2021 18:55,4
955,Zeeroban,2008000,1004000,Khách hàng có thể đặt mua một lần nhiều Voucher,"Tiết kiệm t.gian, công sức trong h.tập",3/5/2021 18:59,4
956,Trusapex,2010000,1005000,Không áp dụng Lễ Tết,Hiểu được cảm xúc của chính mình.,5/19/2021 4:09,4
957,Inwerimistor,2012000,1006000,Voucher có giá trị sử dụng đúng 01 lần.,Buffet với 70 món nướng và các món ẩm thực N.Bản,11/10/2021 5:37,4
958,Ciperedin,2014000,1007000,01 Voucher/01 d.vụ. Không bù tiền,"Nguyên liệu chế biến tươi ngon, sạch sẽ",10/14/2021 15:29,4
959,Unfropower,2016000,1008000,Liên hệ hotline 0899 165 001 nếu cần tư vấn thêm,Khắc phục các lỗi an ninh mạng.,11/2/2021 5:14,4
960,Winquestanazz,2018000,1009000,Sử dụng tối đa 03 voucher/bill t.toán,"Tiết kiệm t.gian, công sức trong h.tập",9/2/2021 22:44,4
961,Adpickackor,2020000,1010000,Liên hệ hotline 0899 165 001 nếu cần tư vấn thêm,Biết cách làm việc với Python.,10/19/2021 23:37,4
962,Dopdudantor,2022000,1011000,01 Voucher/01 d.vụ. Không bù tiền,Tự g.quyết các bài toán khi l.trình,12/12/2021 16:30,4
963,Endtinex,2024000,1012000,Không áp dụng đ.thời với c.trình k.mãi khác,Có phiếu quà tặng tiền mặt vs nhiều mệnh giá,6/27/2021 12:56,4
964,Winnipamentor,2026000,1013000,Áp dụng cho tất cả các ngày trong tuần,"Tạo thói quen suy nghĩ,tư duy tích cực",12/17/2020 7:42,4
965,Supzapamower,2028000,1014000,Không áp dụng cho chương trình trả góp 0%,Cơ hội hòa mình vào k.cảnh thanh bình,9/28/2021 8:18,4
966,Uptinor,2030000,1015000,Không áp dụng Lễ Tết,Voucher áp dụng cho Buffet tối 40 món,12/20/2020 15:20,4
967,Rapdimar,2032000,1016000,Khách hàng có thể đặt mua một lần nhiều Voucher,Tự g.quyết các bài toán khi l.trình,4/17/2021 12:45,4
968,Barfropentor,2034000,1017000,Sản phẩm không được áp dụng đổi trả,Khắc phục các lỗi an ninh mạng.,2/25/2021 11:44,4
969,Untanicator,2036000,1018000,Thanh toán thêm 10% VAT khi cần xuất hóa đơn.,Buffet với 70 món nướng và các món ẩm thực N.Bản,1/7/2021 0:20,4
970,Unkilefazz,2038000,1019000,Không có giá trị quy đổi thành tiền.,"Đ.ngũ kỹ thuật viên chuyên nghiệp, bài bản",12/12/2020 19:45,4
971,Supwerackistor,2040000,1020000,Khách hàng có thể đặt mua một lần nhiều Voucher,"Nguyên liệu chế biến tươi ngon, sạch sẽ",1/9/2021 12:09,4
972,Qwirobonazz,2042000,1021000,Thanh toán thêm 10% VAT khi cần xuất hóa đơn.,Buffet với 70 món nướng và các món ẩm thực N.Bản,1/4/2021 19:04,4
973,Vartanentor,2044000,1022000,Không áp dụng cho chương trình trả góp 0%,Voucher áp dụng cho Buffet tối 40 món,6/1/2021 19:32,130
974,Happebedantor,2046000,1023000,Thanh toán thêm 10% VAT khi cần xuất hóa đơn.,Tự g.quyết các bài toán khi l.trình,11/22/2021 20:23,130
975,Zeedimantor,2048000,1024000,Không áp dụng Lễ Tết,Khắc phục các lỗi an ninh mạng.,9/25/2021 23:46,130
976,Supkilistor,2050000,1025000,Voucher có giá trị sử dụng đúng 01 lần.,"Không gian ấm cúng, thân mật",9/17/2021 3:52,130
977,Suppebentor,2052000,1026000,Khách hàng có thể đặt mua một lần nhiều Voucher,Buffet sáng đẳng cấp quốc tế 5 sao.,5/6/2021 13:39,130
978,Lomtumar,2054000,1027000,Khách hàng có thể đặt mua một lần nhiều Voucher,Cơ hội hòa mình vào k.cảnh thanh bình,8/21/2021 12:43,130
979,Varfropar,2056000,1028000,Áp dụng cho tất cả các ngày trong tuần,"Không gian ấm cúng, thân mật",6/27/2021 13:06,130
980,Hapcadewax,2058000,1029000,Khách hàng có thể đặt mua một lần nhiều Voucher,"Không gian ấm cúng, thân mật",4/11/2021 6:39,130
981,Tuptumimor,2060000,1030000,Sản phẩm không được áp dụng đổi trả,"Tạo thói quen suy nghĩ,tư duy tích cực",11/18/2021 14:39,130
982,Lomsipover,2062000,1031000,01 Voucher/01 d.vụ. Không bù tiền,Tự g.quyết các bài toán khi l.trình,12/29/2021 13:32,130
983,Klivenadin,2064000,1032000,Số lượng voucher có hạn.,"Không gian ấm cúng, thân mật",8/16/2021 17:18,130
984,Winvenexistor,2066000,1033000,Sản phẩm không được áp dụng đổi trả,"Nhân viên trẻ trung,n.nhẹn,n.tình",4/28/2021 19:23,130
985,Klijubexin,2068000,1034000,Một lần t.toán có thể áp dụng nhiều Voucher.,Cơ hội hòa mình vào k.cảnh thanh bình,6/12/2021 2:20,130
986,Groquestackax,2070000,1035000,Sử dụng tối đa 03 voucher/bill t.toán,Buffet sáng đẳng cấp quốc tế 5 sao.,12/20/2021 14:50,130
987,Inwerpantor,2072000,1036000,01 Voucher/01 d.vụ. Không bù tiền,"Tạo thói quen suy nghĩ,tư duy tích cực",5/7/2021 9:18,130
988,Endvenex,2074000,1037000,Không có giá trị quy đổi thành tiền.,Có phiếu quà tặng tiền mặt vs nhiều mệnh giá,11/16/2021 5:42,130
989,Empickar,2076000,1038000,Voucher có giá trị sử dụng đúng 01 lần.,Cơ hội hòa mình vào k.cảnh thanh bình,12/29/2020 3:33,130
990,Qwitinicicator,2078000,1039000,Không áp dụng cho chương trình trả góp 0%,Buffet với 70 món nướng và các món ẩm thực N.Bản,7/2/2021 4:18,130
991,Qwipeban,2080000,1040000,Một lần t.toán có thể áp dụng nhiều Voucher.,"Nhân viên trẻ trung,n.nhẹn,n.tình",12/6/2020 16:09,130
992,Enddudan,2082000,1041000,Voucher có giá trị sử dụng đúng 01 lần.,Hiểu được cảm xúc của chính mình.,3/21/2021 13:55,130
993,Winnipistor,2084000,1042000,Sản phẩm không được áp dụng đổi trả,"Áp dụng được cho cả nam, nữ",12/14/2020 0:06,130
994,Rappickepantor,2086000,1043000,01 Voucher/01 d.vụ. Không bù tiền,Buffet sáng đẳng cấp quốc tế 5 sao.,2/13/2021 17:29,130
995,Monpickistor,2088000,1044000,Một lần t.toán có thể áp dụng nhiều Voucher.,"Tiết kiệm t.gian, công sức trong h.tập",12/23/2020 18:11,130
996,Vartumedin,2090000,1045000,Không áp dụng Lễ Tết,"Đ.ngũ kỹ thuật viên chuyên nghiệp, bài bản",6/12/2021 14:15,130
997,Emquestopentor,2092000,1046000,Thanh toán thêm 10% VAT khi cần xuất hóa đơn.,"Áp dụng được cho cả nam, nữ",6/6/2021 23:36,130
998,Rapsapexover,2094000,1047000,Không có giá trị quy đổi thành tiền.,Tự g.quyết các bài toán khi l.trình,7/6/2021 17:21,130
999,Endwerpower,2096000,1048000,Không áp dụng Lễ Tết,Cơ hội hòa mình vào k.cảnh thanh bình,4/21/2021 4:00,130
1000,Endhupepantor,2098000,1049000,Không áp dụng cho chương trình trả góp 0%,"Nguyên liệu chế biến tươi ngon, sạch sẽ",1/13/2021 21:04,130
1001,Winsipedgover,2100000,1050000,01 Voucher/01 d.vụ. Không bù tiền,Tự g.quyết các bài toán khi l.trình,12/31/2020 14:19,130
1002,Winfropar,2102000,1051000,01 Voucher/01 d.vụ. Không bù tiền,Miễn phí đón tiễn sân bay 2 chiều.,3/9/2021 23:33,130
1003,Klitanistor,2104000,1052000,Sử dụng tối đa 03 voucher/bill t.toán,Hiểu được cảm xúc của chính mình.,4/18/2021 14:40,130
1004,Upquestor,2106000,1053000,Số lượng voucher có hạn.,"Không gian ấm cúng, thân mật",8/18/2021 10:10,130
1005,Refropar,2108000,1054000,Áp dụng cho tất cả các ngày trong tuần,Cơ hội hòa mình vào k.cảnh thanh bình,11/23/2021 6:09,130
1006,Tupglibistor,2110000,1055000,Số lượng voucher có hạn.,Tự g.quyết các bài toán khi l.trình,8/9/2021 22:05,130
1007,Adtanin,2112000,1056000,Không có giá trị quy đổi thành tiền.,"Áp dụng được cho cả nam, nữ",1/28/2021 15:52,130
1008,Lomerepover,2114000,1057000,Áp dụng cho tất cả các ngày trong tuần,Khắc phục các lỗi an ninh mạng.,4/20/2021 23:30,130
1009,Hapcadanistor,2116000,1058000,Không áp dụng đ.thời với c.trình k.mãi khác,"Áp dụng được cho cả nam, nữ",10/22/2021 19:10,130
1010,Tipkilistor,2118000,1059000,Không áp dụng đ.thời với c.trình k.mãi khác,Miễn phí đón tiễn sân bay 2 chiều.,6/18/2021 15:07,130
1011,Varfropewicator,2120000,1060000,Không áp dụng đ.thời với c.trình k.mãi khác,"Nguyên liệu chế biến tươi ngon, sạch sẽ",12/13/2020 14:29,130
1012,Cipdimackar,2122000,1061000,01 Voucher/01 d.vụ. Không bù tiền,Buffet sáng đẳng cấp quốc tế 5 sao.,2/19/2021 16:54,130
1013,Monmunedex,2124000,1062000,Liên hệ hotline 0899 165 001 nếu cần tư vấn thêm,Buffet với 70 món nướng và các món ẩm thực N.Bản,3/20/2021 2:23,130
1014,Bartaneficator,2126000,1063000,Không áp dụng cho chương trình trả góp 0%,Buffet sáng đẳng cấp quốc tế 5 sao.,6/23/2021 22:35,130
1015,Qwijubackin,2128000,1064000,01 Voucher/01 d.vụ. Không bù tiền,Khắc phục các lỗi an ninh mạng.,10/15/2021 8:05,130
1016,Fropickupistor,2130000,1065000,Voucher có giá trị sử dụng đúng 01 lần.,Voucher áp dụng cho Buffet tối 40 món,10/21/2021 10:06,130
1017,Hapnipaman,2132000,1066000,Không áp dụng Lễ Tết,Cơ hội hòa mình vào k.cảnh thanh bình,3/28/2021 23:12,130
1018,Emjubedgistor,2134000,1067000,Sản phẩm không được áp dụng đổi trả,Khắc phục các lỗi an ninh mạng.,1/29/2021 17:32,130
1019,Monhupan,2136000,1068000,01 Voucher/01 d.vụ. Không bù tiền,"Đ.ngũ kỹ thuật viên chuyên nghiệp, bài bản",7/7/2021 5:23,130
1020,Unkilaquazz,2138000,1069000,Không áp dụng đ.thời với c.trình k.mãi khác,Hiểu được cảm xúc của chính mình.,10/8/2021 17:29,130
1021,Raptumower,2140000,1070000,Không có giá trị quy đổi thành tiền.,Voucher áp dụng cho Buffet tối 40 món,8/15/2021 6:03,130
1022,Varvenazz,2142000,1071000,Không áp dụng cho chương trình trả góp 0%,Tự g.quyết các bài toán khi l.trình,6/1/2021 7:04,130
1023,Undudin,2144000,1072000,Không áp dụng cho chương trình trả góp 0%,"Nguyên liệu chế biến tươi ngon, sạch sẽ",1/28/2021 8:11,130
1024,Tipbanantor,2146000,1073000,Một lần t.toán có thể áp dụng nhiều Voucher.,Có phiếu quà tặng tiền mặt vs nhiều mệnh giá,7/7/2021 20:03,130
1025,Trududor,2148000,1074000,01 Voucher/01 d.vụ. Không bù tiền,Voucher áp dụng cho Buffet tối 40 món,12/7/2020 3:36,130
1026,Revenistor,2150000,1075000,Không áp dụng đ.thời với c.trình k.mãi khác,"Áp dụng được cho cả nam, nữ",10/20/2021 22:14,130
1027,Remunepazz,2152000,1076000,01 Voucher/01 d.vụ. Không bù tiền,Tự g.quyết các bài toán khi l.trình,12/22/2020 18:57,130
1028,Grokilexan,2154000,1077000,01 Voucher/01 d.vụ. Không bù tiền,Miễn phí đón tiễn sân bay 2 chiều.,3/19/2021 2:02,130
1029,Lomsipentor,2156000,1078000,Không áp dụng cho chương trình trả góp 0%,"Tạo thói quen suy nghĩ,tư duy tích cực",10/31/2021 2:11,130
1030,Empebex,2158000,1079000,Áp dụng cho tất cả các ngày trong tuần,"Áp dụng được cho cả nam, nữ",3/16/2021 9:31,130
1031,Klidimopover,2160000,1080000,Sản phẩm không được áp dụng đổi trả,Khắc phục các lỗi an ninh mạng.,3/13/2021 4:15,130
1032,Cipdudin,2162000,1081000,Không áp dụng cho chương trình trả góp 0%,"Tạo thói quen suy nghĩ,tư duy tích cực",10/30/2021 20:19,130
1033,Cippickplover,2164000,1082000,Không áp dụng Lễ Tết,Có phiếu quà tặng tiền mặt vs nhiều mệnh giá,4/2/2021 8:43,130
1034,Dopbanistor,2166000,1083000,Sử dụng tối đa 03 voucher/bill t.toán,Biết cách làm việc với Python.,5/14/2021 16:01,130
1035,Klidimonin,2168000,1084000,Không áp dụng Lễ Tết,Cơ hội hòa mình vào k.cảnh thanh bình,3/11/2021 16:19,130
1036,Qwitinefor,2170000,1085000,01 Voucher/01 d.vụ. Không bù tiền,"Áp dụng được cho cả nam, nữ",8/11/2021 15:06,130
1037,Tipquestax,2172000,1086000,Thanh toán thêm 10% VAT khi cần xuất hóa đơn.,Khắc phục các lỗi an ninh mạng.,8/12/2021 22:51,130
1038,Emquestonistor,2174000,1087000,Số lượng voucher có hạn.,Có phiếu quà tặng tiền mặt vs nhiều mệnh giá,12/29/2021 7:08,130
1039,Ciprobaman,2176000,1088000,Không có giá trị quy đổi thành tiền.,"Tiết kiệm t.gian, công sức trong h.tập",6/5/2021 13:15,130
1040,Surdimex,2178000,1089000,Liên hệ hotline 0899 165 001 nếu cần tư vấn thêm,Biết cách làm việc với Python.,11/2/2021 4:15,130
1041,Frotananantor,2180000,1090000,Không áp dụng Lễ Tết,"Nhân viên trẻ trung,n.nhẹn,n.tình",10/22/2021 22:57,130
1042,Varzapex,2182000,1091000,01 Voucher/01 d.vụ. Không bù tiền,"Không gian ấm cúng, thân mật",12/17/2020 9:48,130
1043,Trunipexex,2184000,1092000,Thanh toán thêm 10% VAT khi cần xuất hóa đơn.,Buffet sáng đẳng cấp quốc tế 5 sao.,12/25/2020 10:32,130
1044,Tipcador,2186000,1093000,Liên hệ hotline 0899 165 001 nếu cần tư vấn thêm,"Tạo thói quen suy nghĩ,tư duy tích cực",7/12/2021 12:26,130
1045,Klifropepex,2188000,1094000,Voucher có giá trị sử dụng đúng 01 lần.,Khắc phục các lỗi an ninh mạng.,6/19/2021 13:49,130
1046,Winpebower,2190000,1095000,Sử dụng tối đa 03 voucher/bill t.toán,Tự g.quyết các bài toán khi l.trình,10/16/2021 23:15,130
1047,Klivenantor,2192000,1096000,Không áp dụng đ.thời với c.trình k.mãi khác,Khắc phục các lỗi an ninh mạng.,12/2/2020 11:32,130
1048,Lomdudplin,2194000,1097000,Số lượng voucher có hạn.,Khắc phục các lỗi an ninh mạng.,6/22/2021 1:31,130
1049,Supvenover,2196000,1098000,Áp dụng cho tất cả các ngày trong tuần,Khắc phục các lỗi an ninh mạng.,5/1/2021 9:24,130
1050,Endtinupower,2198000,1099000,01 Voucher/01 d.vụ. Không bù tiền,Buffet sáng đẳng cấp quốc tế 5 sao.,3/4/2021 8:06,130
1051,Trujubadax,2200000,1100000,Số lượng voucher có hạn.,Hiểu được cảm xúc của chính mình.,2/14/2021 15:02,130
1052,Groquestax,2202000,1101000,Liên hệ hotline 0899 165 001 nếu cần tư vấn thêm,Miễn phí đón tiễn sân bay 2 chiều.,4/8/2021 6:04,130
1053,Endbanedex,2204000,1102000,Một lần t.toán có thể áp dụng nhiều Voucher.,"Nhân viên trẻ trung,n.nhẹn,n.tình",12/30/2021 11:59,130
1054,Rebanollin,2206000,1103000,Không áp dụng cho chương trình trả góp 0%,Buffet sáng đẳng cấp quốc tế 5 sao.,7/13/2021 10:31,130
1055,Hapweraquex,2208000,1104000,Sản phẩm không được áp dụng đổi trả,"Không gian ấm cúng, thân mật",5/31/2021 15:02,130
1056,Rejubupantor,2210000,1105000,Không áp dụng đ.thời với c.trình k.mãi khác,Có phiếu quà tặng tiền mặt vs nhiều mệnh giá,8/1/2021 7:16,130
1057,Varjubadicator,2212000,1106000,Khách hàng có thể đặt mua một lần nhiều Voucher,"Nhân viên trẻ trung,n.nhẹn,n.tình",1/10/2021 15:21,130
1058,Emhupax,2214000,1107000,Không áp dụng đ.thời với c.trình k.mãi khác,Hiểu được cảm xúc của chính mình.,10/11/2021 18:38,130
1059,Monfropexover,2216000,1108000,Khách hàng có thể đặt mua một lần nhiều Voucher,Có phiếu quà tặng tiền mặt vs nhiều mệnh giá,8/12/2021 6:33,130
1060,Rezapadistor,2218000,1109000,01 Voucher/01 d.vụ. Không bù tiền,Voucher áp dụng cho Buffet tối 40 món,1/3/2021 7:54,130
1061,Vartumicator,2220000,1110000,Không áp dụng đ.thời với c.trình k.mãi khác,Có phiếu quà tặng tiền mặt vs nhiều mệnh giá,7/19/2021 3:07,130
1062,Emtanewin,2222000,1111000,Liên hệ hotline 0899 165 001 nếu cần tư vấn thêm,Khắc phục các lỗi an ninh mạng.,11/11/2021 13:50,130
1063,Tupfropex,2224000,1112000,Thanh toán thêm 10% VAT khi cần xuất hóa đơn.,Biết cách làm việc với Python.,6/20/2021 21:19,130
1064,Emwerpplin,2226000,1113000,Khách hàng có thể đặt mua một lần nhiều Voucher,Có phiếu quà tặng tiền mặt vs nhiều mệnh giá,7/9/2021 9:38,130
1065,Admunopex,2228000,1114000,Không áp dụng cho chương trình trả góp 0%,"Tiết kiệm t.gian, công sức trong h.tập",3/8/2021 10:52,130
1066,Barerex,2230000,1115000,Không có giá trị quy đổi thành tiền.,"Áp dụng được cho cả nam, nữ",2/12/2021 18:10,130
1067,Winpebex,2232000,1116000,Voucher có giá trị sử dụng đúng 01 lần.,Buffet sáng đẳng cấp quốc tế 5 sao.,11/19/2021 8:12,130
1068,Lomdiman,2234000,1117000,Không áp dụng Lễ Tết,"Không gian ấm cúng, thân mật",11/5/2021 10:22,130
1069,Upbananistor,2236000,1118000,Liên hệ hotline 0899 165 001 nếu cần tư vấn thêm,Buffet với 70 món nướng và các món ẩm thực N.Bản,3/15/2021 6:16,130
1070,Repebover,2238000,1119000,Số lượng voucher có hạn.,"Đ.ngũ kỹ thuật viên chuyên nghiệp, bài bản",2/3/2021 16:59,130
1071,Resapantor,2240000,1120000,Sản phẩm không được áp dụng đổi trả,"Nguyên liệu chế biến tươi ngon, sạch sẽ",2/8/2021 11:14,130
1072,Remunadex,2242000,1121000,Không áp dụng Lễ Tết,Cơ hội hòa mình vào k.cảnh thanh bình,3/30/2021 16:04,130
1073,Tupmunepantor,2244000,1122000,Không có giá trị quy đổi thành tiền.,Buffet với 70 món nướng và các món ẩm thực N.Bản,8/26/2021 4:18,130
1074,Upveniman,2246000,1123000,Không có giá trị quy đổi thành tiền.,Buffet sáng đẳng cấp quốc tế 5 sao.,9/4/2021 1:08,130
1075,Thrukilover,2248000,1124000,Thanh toán thêm 10% VAT khi cần xuất hóa đơn.,Buffet sáng đẳng cấp quốc tế 5 sao.,12/16/2021 18:32,130
1076,Varcadonantor,2250000,1125000,Một lần t.toán có thể áp dụng nhiều Voucher.,"Tạo thói quen suy nghĩ,tư duy tích cực",7/29/2021 20:14,130
1077,Unpickefar,2252000,1126000,Một lần t.toán có thể áp dụng nhiều Voucher.,Có phiếu quà tặng tiền mặt vs nhiều mệnh giá,5/7/2021 20:32,130
1078,Lomerin,2254000,1127000,Thanh toán thêm 10% VAT khi cần xuất hóa đơn.,"Nguyên liệu chế biến tươi ngon, sạch sẽ",7/18/2021 19:46,130
1079,Surwerpegar,2256000,1128000,Liên hệ hotline 0899 165 001 nếu cần tư vấn thêm,"Không gian ấm cúng, thân mật",12/19/2020 6:14,130
1080,Truhupinistor,2258000,1129000,Thanh toán thêm 10% VAT khi cần xuất hóa đơn.,Cơ hội hòa mình vào k.cảnh thanh bình,2/20/2021 4:21,130
1081,Emnipupower,2260000,1130000,Áp dụng cho tất cả các ngày trong tuần,Miễn phí đón tiễn sân bay 2 chiều.,10/19/2021 10:41,130
1082,Thrumunamower,2262000,1131000,01 Voucher/01 d.vụ. Không bù tiền,Hiểu được cảm xúc của chính mình.,7/2/2021 17:26,130
1083,Uprobicator,2264000,1132000,01 Voucher/01 d.vụ. Không bù tiền,"Tiết kiệm t.gian, công sức trong h.tập",11/17/2021 16:39,130
1084,Emkilex,2266000,1133000,Không áp dụng Lễ Tết,"Nguyên liệu chế biến tươi ngon, sạch sẽ",7/29/2021 18:05,130
1085,Varzapex,2268000,1134000,Áp dụng cho tất cả các ngày trong tuần,"Đ.ngũ kỹ thuật viên chuyên nghiệp, bài bản",12/30/2020 18:28,130
1086,Emdimar,2270000,1135000,Không áp dụng Lễ Tết,"Không gian ấm cúng, thân mật",12/4/2021 22:12,130
1087,Doprobegistor,2272000,1136000,Sử dụng tối đa 03 voucher/bill t.toán,Tự g.quyết các bài toán khi l.trình,10/31/2021 8:21,130
1088,Tupwerazz,2274000,1137000,Một lần t.toán có thể áp dụng nhiều Voucher.,"Áp dụng được cho cả nam, nữ",9/19/2021 22:12,130
1089,Invenefan,2276000,1138000,Không áp dụng Lễ Tết,Tự g.quyết các bài toán khi l.trình,12/14/2021 1:00,130
1090,Tipdudantor,2278000,1139000,Khách hàng có thể đặt mua một lần nhiều Voucher,Cơ hội hòa mình vào k.cảnh thanh bình,8/10/2021 9:04,130
1091,Updudicator,2280000,1140000,Không áp dụng cho chương trình trả góp 0%,Buffet với 70 món nướng và các món ẩm thực N.Bản,7/1/2021 23:44,130
1092,Thrutinanar,2282000,1141000,Không áp dụng đ.thời với c.trình k.mãi khác,Hiểu được cảm xúc của chính mình.,11/1/2021 4:13,130
1093,Inrobor,2284000,1142000,Không áp dụng Lễ Tết,"Tạo thói quen suy nghĩ,tư duy tích cực",4/19/2021 0:35,130
1094,Upquestower,2286000,1143000,Một lần t.toán có thể áp dụng nhiều Voucher.,Miễn phí đón tiễn sân bay 2 chiều.,5/3/2021 5:20,130
1095,Tupglibex,2288000,1144000,Không có giá trị quy đổi thành tiền.,Khắc phục các lỗi an ninh mạng.,3/17/2021 1:07,130
1096,Adtanimar,2290000,1145000,Sản phẩm không được áp dụng đổi trả,"Đ.ngũ kỹ thuật viên chuyên nghiệp, bài bản",12/11/2021 9:08,41
1097,Lompebentor,2292000,1146000,Sử dụng tối đa 03 voucher/bill t.toán,"Nguyên liệu chế biến tươi ngon, sạch sẽ",6/28/2021 12:29,41
1098,Intinin,2294000,1147000,Không áp dụng đ.thời với c.trình k.mãi khác,Miễn phí đón tiễn sân bay 2 chiều.,6/18/2021 0:54,41
1099,Doppebackex,2296000,1148000,Không áp dụng cho chương trình trả góp 0%,"Không gian ấm cúng, thân mật",4/6/2021 1:33,41
1100,Frohupantor,2298000,1149000,Sử dụng tối đa 03 voucher/bill t.toán,"Đ.ngũ kỹ thuật viên chuyên nghiệp, bài bản",4/6/2021 19:38,41
1101,Supzapimazz,2300000,1150000,Số lượng voucher có hạn.,Buffet với 70 món nướng và các món ẩm thực N.Bản,11/27/2021 15:03,41
1102,Tuptinazz,2302000,1151000,Không áp dụng Lễ Tết,Miễn phí đón tiễn sân bay 2 chiều.,1/27/2021 1:11,41
1103,Uncadomman,2304000,1152000,Không áp dụng đ.thời với c.trình k.mãi khác,Tự g.quyết các bài toán khi l.trình,3/9/2021 19:15,41
1104,Qwiweradin,2306000,1153000,Áp dụng cho tất cả các ngày trong tuần,"Áp dụng được cho cả nam, nữ",2/25/2021 16:25,41
1105,Resapover,2308000,1154000,Không áp dụng đ.thời với c.trình k.mãi khác,"Nhân viên trẻ trung,n.nhẹn,n.tình",12/24/2020 20:51,41
1106,Endkilicator,2310000,1155000,Không áp dụng cho chương trình trả góp 0%,"Đ.ngũ kỹ thuật viên chuyên nghiệp, bài bản",11/16/2021 22:59,41
1107,Kliquestewistor,2312000,1156000,Không áp dụng đ.thời với c.trình k.mãi khác,Cơ hội hòa mình vào k.cảnh thanh bình,8/13/2021 1:46,41
1108,Tupmunonicator,2314000,1157000,Không áp dụng đ.thời với c.trình k.mãi khác,Tự g.quyết các bài toán khi l.trình,3/28/2021 10:50,41
1109,Adquestor,2316000,1158000,Một lần t.toán có thể áp dụng nhiều Voucher.,"Tạo thói quen suy nghĩ,tư duy tích cực",7/27/2021 15:59,41
1110,Adfropentor,2318000,1159000,Không áp dụng Lễ Tết,"Nhân viên trẻ trung,n.nhẹn,n.tình",11/1/2021 18:48,41
1111,Happebaquan,2320000,1160000,Voucher có giá trị sử dụng đúng 01 lần.,"Tạo thói quen suy nghĩ,tư duy tích cực",2/24/2021 10:43,41
1112,Froerentor,2322000,1161000,01 Voucher/01 d.vụ. Không bù tiền,Hiểu được cảm xúc của chính mình.,6/24/2021 19:36,41
1113,Zeetanedgin,2324000,1162000,Voucher có giá trị sử dụng đúng 01 lần.,Tự g.quyết các bài toán khi l.trình,9/23/2021 12:24,41
1114,Frotanexentor,2326000,1163000,Liên hệ hotline 0899 165 001 nếu cần tư vấn thêm,Cơ hội hòa mình vào k.cảnh thanh bình,5/23/2021 2:12,41
1115,Zeepickonan,2328000,1164000,01 Voucher/01 d.vụ. Không bù tiền,Miễn phí đón tiễn sân bay 2 chiều.,3/16/2021 21:13,41
1116,Barvenantor,2330000,1165000,Thanh toán thêm 10% VAT khi cần xuất hóa đơn.,Buffet với 70 món nướng và các món ẩm thực N.Bản,12/17/2020 9:40,41
1117,Rewerin,2332000,1166000,Voucher có giá trị sử dụng đúng 01 lần.,Có phiếu quà tặng tiền mặt vs nhiều mệnh giá,12/24/2021 21:11,41
1118,Uptumor,2334000,1167000,Không có giá trị quy đổi thành tiền.,Cơ hội hòa mình vào k.cảnh thanh bình,11/22/2021 3:15,41
1119,Upwerpexantor,2336000,1168000,Không áp dụng cho chương trình trả góp 0%,Buffet sáng đẳng cấp quốc tế 5 sao.,6/9/2021 15:09,41
1120,Winfropamar,2338000,1169000,Liên hệ hotline 0899 165 001 nếu cần tư vấn thêm,Miễn phí đón tiễn sân bay 2 chiều.,4/3/2021 12:40,41
1121,Emhupplower,2340000,1170000,Khách hàng có thể đặt mua một lần nhiều Voucher,Tự g.quyết các bài toán khi l.trình,4/14/2021 9:50,41
1122,Parrobazz,2342000,1171000,Một lần t.toán có thể áp dụng nhiều Voucher.,"Không gian ấm cúng, thân mật",1/30/2021 10:00,41
